signature_id	signature_name	gene	weight
PDAC.GemPred20.Simple	Simple	AC100757.1	-0.193868758421609
PDAC.GemPred20.Simple	Simple	AC100805.1	-1.65951306590785
PDAC.GemPred20.Simple	Simple	AC100827.3	0.558834953317513
PDAC.GemPred20.Simple	Simple	AC103702.1	1.50666682579673
PDAC.GemPred20.Simple	Simple	AC103706.1	-1.45292192847352
PDAC.GemPred20.Simple	Simple	AC104564.3	-0.702784463291875
PDAC.GemPred20.Simple	Simple	AC104653.1	0.459330207257835
PDAC.GemPred20.Simple	Simple	AC105020.1	0.44936279190182
PDAC.GemPred20.Simple	Simple	AC105036.3	-0.354850597786511
PDAC.GemPred20.Simple	Simple	AC105046.1	0.236747388718951
PDAC.GemPred20.Simple	Simple	AC105285.1	0.323857512731462
PDAC.GemPred20.Simple	Simple	AC106795.2	0.575391022596244
PDAC.GemPred20.Simple	Simple	AC106872.2	0.140139530763818
PDAC.GemPred20.Simple	Simple	AC108065.2	0.535233416225305
PDAC.GemPred20.Simple	Simple	AC108449.2	0.158474607834629
PDAC.GemPred20.Simple	Simple	AC108727.1	0.0165610189019508
PDAC.GemPred20.Simple	Simple	AC108751.5	-1.46007565324765
PDAC.GemPred20.Simple	Simple	AC112206.2	-1.89167540137732
PDAC.GemPred20.Simple	Simple	AC113935.1	0.175493775165479
PDAC.GemPred20.Simple	Simple	AC114491.1	-0.810614303016432
PDAC.GemPred20.Simple	Simple	AC116407.4	0.225117350878204
PDAC.GemPred20.Simple	Simple	AC116535.1	0.957805498963547
PDAC.GemPred20.Simple	Simple	AC117378.1	0.300885782185879
PDAC.GemPred20.Simple	Simple	AC117488.1	-1.11326704513853
PDAC.GemPred20.Simple	Simple	AC122688.1	-0.517023786231597
PDAC.GemPred20.Simple	Simple	AC124016.1	0.208493954172141
PDAC.GemPred20.Simple	Simple	AC125611.2	-0.5371163307583
PDAC.GemPred20.Simple	Simple	AC131160.1	0.107919881623644
PDAC.GemPred20.Simple	Simple	AC131235.1	-0.0205018201589965
PDAC.GemPred20.Simple	Simple	AC132153.1	-2.00984000290562
PDAC.GemPred20.Simple	Simple	AC132872.3	-2.55059079073697
PDAC.GemPred20.Simple	Simple	AC132872.4	-2.27306823244986
PDAC.GemPred20.Simple	Simple	AC133785.1	-0.0216288201668511
PDAC.GemPred20.Simple	Simple	AC134772.1	-0.786729552876845
PDAC.GemPred20.Simple	Simple	AC135050.2	-0.828012690939781
PDAC.GemPred20.Simple	Simple	AC135178.6	1.40242044459214
PDAC.GemPred20.Simple	Simple	AC135506.1	0.563666683135757
PDAC.GemPred20.Simple	Simple	AC135586.2	-0.701273402127905
PDAC.GemPred20.Simple	Simple	AC138207.3	0.216768374374556
PDAC.GemPred20.Simple	Simple	AC139491.5	0.355184201706944
PDAC.GemPred20.Simple	Simple	AC139530.2	-0.808565946276333
PDAC.GemPred20.Simple	Simple	AC139795.2	0.449590881226232
PDAC.GemPred20.Simple	Simple	AC140504.1	-0.87506475787677
PDAC.GemPred20.Simple	Simple	AC144530.1	0.558014039346867
PDAC.GemPred20.Simple	Simple	AC156455.1	0.378392974388055
PDAC.GemPred20.Simple	Simple	AC233728.1	-0.693411980386955
PDAC.GemPred20.Simple	Simple	AC239799.2	-0.362682133405031
PDAC.GemPred20.Simple	Simple	AC243830.2	0.704250571191226
PDAC.GemPred20.Simple	Simple	AC245100.4	-0.630531335941496
PDAC.GemPred20.Simple	Simple	AC245100.6	0.459787028775139
PDAC.GemPred20.Simple	Simple	AC245297.1	-0.375760549269853
PDAC.GemPred20.Simple	Simple	AC253536.6	0.878366177025347
PDAC.GemPred20.Simple	Simple	ACER3	0.625656884721263
PDAC.GemPred20.Simple	Simple	ACKR3	-1.99957444229197
PDAC.GemPred20.Simple	Simple	ACLY	-0.248567722911126
PDAC.GemPred20.Simple	Simple	ACOT13	-0.400057403440157
PDAC.GemPred20.Simple	Simple	ACP2	-0.876573478544679
PDAC.GemPred20.Simple	Simple	ACP3	-0.445882406916227
PDAC.GemPred20.Simple	Simple	ACSM3	0.282528318762945
PDAC.GemPred20.Simple	Simple	ACTBP11	-0.890835641134218
PDAC.GemPred20.Simple	Simple	ACTBP9	-0.673301929923356
PDAC.GemPred20.Simple	Simple	ACTG1P19	-0.867959750193628
PDAC.GemPred20.Simple	Simple	ACTR3B	0.15530243036052
PDAC.GemPred20.Simple	Simple	ACTRT3	-0.139263862964816
PDAC.GemPred20.Simple	Simple	ACVR2B	0.101472064781571
PDAC.GemPred20.Simple	Simple	ADAMTS10	1.27418383314891
PDAC.GemPred20.Simple	Simple	ADAMTS15	-3.30903896876978
PDAC.GemPred20.Simple	Simple	ADAMTSL4	-1.86940286816955
PDAC.GemPred20.Simple	Simple	ADAP2	0.617861350986532
PDAC.GemPred20.Simple	Simple	ADCY4	0.823057420076564
PDAC.GemPred20.Simple	Simple	ADD2	2.67023214202304
PDAC.GemPred20.Simple	Simple	ADGRG1	0.250588943705472
PDAC.GemPred20.Simple	Simple	ADGRG6	-0.548443715920151
PDAC.GemPred20.Simple	Simple	ADI1	-0.468440966494522
PDAC.GemPred20.Simple	Simple	ADM2	1.0118144670352
PDAC.GemPred20.Simple	Simple	ADPRHL1	-1.35757256004749
PDAC.GemPred20.Simple	Simple	ADPRM	-0.00733994442307338
PDAC.GemPred20.Simple	Simple	ADRA2B	0.66479002963668
PDAC.GemPred20.Simple	Simple	ADTRP	1.26472278597876
PDAC.GemPred20.Simple	Simple	AF001548.2	1.24326993388128
PDAC.GemPred20.Simple	Simple	AF196969.1	-0.640405006488226
PDAC.GemPred20.Simple	Simple	AFG3L2	-0.781282922255002
PDAC.GemPred20.Simple	Simple	AGAP6	0.132257694915404
PDAC.GemPred20.Simple	Simple	AGER	0.511713128683836
PDAC.GemPred20.Simple	Simple	AGFG2	-1.10882264821277
PDAC.GemPred20.Simple	Simple	AGO4	0.271599933435
PDAC.GemPred20.Simple	Simple	AHDC1	-0.844229297921659
PDAC.GemPred20.Simple	Simple	AIF1L	2.15130677210207
PDAC.GemPred20.Simple	Simple	AIFM2	0.252476009191616
PDAC.GemPred20.Simple	Simple	AIG1	-0.972877355203622
PDAC.GemPred20.Simple	Simple	AIMP1	-0.252886992320662
PDAC.GemPred20.Simple	Simple	AKNA	0.497559946570589
PDAC.GemPred20.Simple	Simple	AL021155.4	-1.02561852530851
PDAC.GemPred20.Simple	Simple	AL021578.1	-1.01481571602361
PDAC.GemPred20.Simple	Simple	AL021707.3	-0.0671792070741274
PDAC.GemPred20.Simple	Simple	AL021707.6	0.573017017920622
PDAC.GemPred20.Simple	Simple	AL022311.1	0.173060568660425
PDAC.GemPred20.Simple	Simple	AL022345.4	0.510020555979694
PDAC.GemPred20.Simple	Simple	AL031118.1	1.27074540481521
PDAC.GemPred20.Simple	Simple	AL031587.5	1.02794425031804
PDAC.GemPred20.Simple	Simple	AL031847.1	0.215935414153406
PDAC.GemPred20.Simple	Simple	AL033381.3	-1.15217530738286
PDAC.GemPred20.Simple	Simple	AL034417.1	-0.13990776853066
PDAC.GemPred20.Simple	Simple	AL035653.1	0.508323818336185
PDAC.GemPred20.Simple	Simple	AL049766.1	0.316527709330737
PDAC.GemPred20.Simple	Simple	AL049766.3	0.341160210182738
PDAC.GemPred20.Simple	Simple	AL049828.1	0.0452803359954521
PDAC.GemPred20.Simple	Simple	AL049840.7	0.00986534204931922
PDAC.GemPred20.Simple	Simple	AL109615.1	0.538977193192591
PDAC.GemPred20.Simple	Simple	AL118506.1	-1.09073537192872
PDAC.GemPred20.Simple	Simple	AL121601.1	-0.598504254408293
PDAC.GemPred20.Simple	Simple	AL121603.2	0.483833592207632
PDAC.GemPred20.Simple	Simple	AL132656.1	0.332017478352726
PDAC.GemPred20.Simple	Simple	AL132656.4	0.607759457994786
PDAC.GemPred20.Simple	Simple	AL132780.3	0.105404934113249
PDAC.GemPred20.Simple	Simple	AL132780.4	0.656816923178434
PDAC.GemPred20.Simple	Simple	AL133230.1	-0.414852337341996
PDAC.GemPred20.Simple	Simple	AL133318.1	-1.37902617616494
PDAC.GemPred20.Simple	Simple	AL133367.1	-0.281875825771869
PDAC.GemPred20.Simple	Simple	AL133410.1	0.198559287986015
PDAC.GemPred20.Simple	Simple	AL133500.1	-0.366844698280952
PDAC.GemPred20.Simple	Simple	AL135818.1	0.899413505932466
PDAC.GemPred20.Simple	Simple	AL136295.1	-0.555694640009674
PDAC.GemPred20.Simple	Simple	AL137918.1	-0.971260033347145
PDAC.GemPred20.Simple	Simple	AL138976.2	0.154049506071695
PDAC.GemPred20.Simple	Simple	AL139099.2	0.160954751580103
PDAC.GemPred20.Simple	Simple	AL139123.1	0.205957724701905
PDAC.GemPred20.Simple	Simple	AL139246.3	0.771269197128594
PDAC.GemPred20.Simple	Simple	AL139317.5	0.292083233333403
PDAC.GemPred20.Simple	Simple	AL139385.1	0.112571061963468
PDAC.GemPred20.Simple	Simple	AL139407.1	0.0576333214504952
PDAC.GemPred20.Simple	Simple	AL157392.5	-0.00832773416423363
PDAC.GemPred20.Simple	Simple	AL158066.1	0.115665079924958
PDAC.GemPred20.Simple	Simple	AL158201.1	-0.835254316364526
PDAC.GemPred20.Simple	Simple	AL158824.1	0.739325307759351
PDAC.GemPred20.Simple	Simple	AL160006.1	0.18709645852637
PDAC.GemPred20.Simple	Simple	AL160236.2	0.0648804941064386
PDAC.GemPred20.Simple	Simple	AL160269.1	0.212118380625855
PDAC.GemPred20.Simple	Simple	AL160400.1	-1.08033822857093
PDAC.GemPred20.Simple	Simple	AL161772.1	0.791821613675095
PDAC.GemPred20.Simple	Simple	AL162426.1	0.347311624740124
PDAC.GemPred20.Simple	Simple	AL163952.1	0.625716913824935
PDAC.GemPred20.Simple	Simple	AL353579.1	0.903923210111579
PDAC.GemPred20.Simple	Simple	AL353763.1	0.0353799188816559
PDAC.GemPred20.Simple	Simple	AL353763.2	0.429147723234682
PDAC.GemPred20.Simple	Simple	AL354707.2	0.549327556266157
