"","cell_ID","color_label","reannotated_cell_type"
"347","Tcell__green__Cy74_CD45_G06_S462_comb","turquoise","Tcell"
"348","Tcell__green__CY58_1_CD45_B04_S976_comb","turquoise","Tcell"
"349","Tcell__green__CY58_1_CD45_F07_S1027_comb","turquoise","Tcell"
"350","Tcell__green__Cy74_CD45_E09_S441_comb","turquoise","Tcell"
"351","malignant__turquoise__Cy71_CD45_C03_S507_comb","blue","malignant"
"352","malignant__turquoise__Cy71_CD45_H08_S572_comb","blue","malignant"
"353","malignant__turquoise__Cy81_FNA_CD45_B12_S312_comb","blue","malignant"
"354","Bcell__yellowgreen__Cy74_CD45_H07_S475_comb","brown","Bcell"
"355","malignant__turquoise__Cy81_FNA_CD45_H04_S376_comb","blue","malignant"
"356","Tcell__green__Cy81_FNA_CD45_C04_S220_comb","turquoise","Tcell"
"357","Bcell__yellowgreen__Cy72_CD45_D05_S713_comb","brown","Bcell"
"358","malignant__turquoise__Cy81_Bulk_CD45_D04_S136_comb","blue","malignant"
"359","malignant__turquoise__Cy81_FNA_CD45_H08_S380_comb","green","CAF"
"360","malignant__turquoise__Cy71_CD45_B11_S503_comb","blue","malignant"
"361","malignant__turquoise__Cy71_CD45_H02_S566_comb","blue","malignant"
"362","Tcell__green__Cy74_CD45_F06_S450_comb","turquoise","Tcell"
"363","Tcell__green__Cy71_CD45_G07_S559_comb","turquoise","Tcell"
"364","Macro__yellow__Cy71_CD45_D02_S518_comb","yellow","Macro"
"365","malignant__turquoise__Cy80_II_CD45_C01_S889_comb","green","CAF"
"366","malignant__turquoise__Cy71_CD45_G03_S555_comb","blue","malignant"
"367","malignant__turquoise__Cy80_II_CD45_E12_S924_comb","blue","malignant"
"368","malignant__turquoise__Cy80_II_CD45_B08_S884_comb","blue","malignant"
"369","malignant__turquoise__Cy80_II_CD45_E06_S918_comb","blue","malignant"
"370","malignant__turquoise__Cy71_CD45_E08_S536_comb","blue","malignant"
"371","Tcell__green__Cy74_CD45_C09_S417_comb","turquoise","Tcell"
"372","Tcell__green__Cy74_CD45_C08_S416_comb","turquoise","Tcell"
"373","malignant__turquoise__Cy71_CD45_B06_S498_comb","blue","malignant"
"374","Tcell__green__Cy72_CD45_E12_S732_comb","turquoise","Tcell"
"375","Tcell__green__CY58_1_CD45_C08_S992_comb","turquoise","Tcell"
"376","Tcell__green__Cy74_CD45_E01_S433_comb","turquoise","Tcell"
"377","Tcell__green__Cy72_CD45_E05_S725_comb","turquoise","Tcell"
"378","malignant__turquoise__Cy80_II_CD45_A02_S866_comb","blue","malignant"
"379","malignant__turquoise__Cy80_II_CD45_D07_S907_comb","blue","malignant"
"380","Tcell__green__Cy74_CD45_B10_S406_comb","turquoise","Tcell"
"381","Tcell__green__Cy72_CD45_F11_S743_comb","turquoise","Tcell"
"382","Tcell__green__Cy72_CD45_C09_S705_comb","turquoise","Tcell"
"383","CAF__red__Cy80_II_CD45_H03_S951_comb","green","CAF"
"384","Bcell__yellowgreen__Cy72_CD45_H05_S761_comb","brown","Bcell"
"385","Tcell__green__CY58_1_CD45_B07_S979_comb","turquoise","Tcell"
"386","malignant__turquoise__Cy81_FNA_CD45_F10_S358_comb","blue","malignant"
"387","Tcell__green__Cy71_CD45_E04_S532_comb","turquoise","Tcell"
"388","malignant__turquoise__Cy80_II_CD45_F10_S934_comb","blue","malignant"
"389","malignant__turquoise__Cy81_Bulk_CD45_G02_S170_comb","blue","malignant"
"390","malignant__turquoise__Cy80_II_CD45_D12_S912_comb","blue","malignant"
"391","Tcell__green__Cy72_CD45_F09_S741_comb","turquoise","Tcell"
"392","malignant__turquoise__Cy71_CD45_A03_S483_comb","blue","malignant"
"393","Tcell__green__Cy71_CD45_G04_S556_comb","turquoise","Tcell"
"394","malignant__turquoise__Cy81_FNA_CD45_C02_S314_comb","blue","malignant"
"395","Tcell__green__Cy81_FNA_CD45_G05_S269_comb","turquoise","Tcell"
"396","Tcell__green__Cy81_FNA_CD45_H07_S283_comb","turquoise","Tcell"
"397","malignant__turquoise__Cy81_Bulk_CD45_E01_S145_comb","blue","malignant"
"398","Tcell__green__Cy71_CD45_G10_S562_comb","turquoise","Tcell"
"399","Tcell__green__CY58_1_CD45_B05_S977_comb","turquoise","Tcell"
"400","Tcell__green__Cy81_FNA_CD45_B07_S211_comb","turquoise","Tcell"
"401","Tcell__green__CY58_1_CD45_C06_S990_comb","turquoise","Tcell"
"402","malignant__turquoise__Cy80_II_CD45_C04_S892_comb","blue","malignant"
"403","malignant__turquoise__Cy81_Bulk_CD45_C11_S131_comb","blue","malignant"
"404","malignant__turquoise__Cy71_CD45_B01_S493_comb","blue","malignant"
"405","Tcell__green__Cy72_CD45_A02_S674_comb","turquoise","Tcell"
"406","malignant__turquoise__Cy71_CD45_E09_S537_comb","blue","malignant"
"407","Tcell__green__Cy74_CD45_B04_S400_comb","turquoise","Tcell"
"408","Tcell__green__Cy72_CD45_H11_S767_comb","turquoise","Tcell"
"409","Endo__pink__Cy81_Bulk_CD45_F10_S166_comb","red","Endo"
"410","malignant__turquoise__Cy81_FNA_CD45_C07_S319_comb","blue","malignant"
"411","Endo__pink__Cy80_II_CD45_B04_S880_comb","red","Endo"
"412","malignant__turquoise__Cy80_II_CD45_B10_S886_comb","blue","malignant"
"413","Tcell__green__Cy74_CD45_E11_S443_comb","turquoise","Tcell"
"414","Tcell__green__Cy74_CD45_H04_S472_comb","turquoise","Tcell"
"415","malignant__turquoise__Cy71_CD45_G12_S564_comb","blue","malignant"
"416","Tcell__green__Cy72_CD45_E07_S727_comb","turquoise","Tcell"
"417","Tcell__green__Cy81_FNA_CD45_H09_S285_comb","turquoise","Tcell"
"418","malignant__turquoise__Cy81_FNA_CD45_F05_S353_comb","blue","malignant"
"419","Tcell__green__Cy74_CD45_D07_S427_comb","turquoise","Tcell"
"420","Tcell__green__cy80.Cd45.pos.PD1.pos.B09.S45.comb","turquoise","Tcell"
"421","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S366.H06.S366.comb","brown","Bcell"
"422","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S202.A10.S202.comb","brown","Bcell"
"423","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S201.A09.S201.comb","brown","Bcell"
"424","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S221.B05.S221.comb","brown","Bcell"
"425","Bcell__yellowgreen__cy80.Cd45.pos.PD1.pos.A03.S15.comb","brown","Bcell"
"426","Tcell__green__cy80.Cd45.pos.PD1.pos.B11.S47.comb","turquoise","Tcell"
"427","Tcell__green__cy80.Cd45.pos.PD1.pos.S189.H09.S189.comb","turquoise","Tcell"
"428","Tcell__green__cy80.Cd45.pos.PD1.pos.A05.S17.comb","turquoise","Tcell"
"429","Tcell__green__cy80.Cd45.pos.PD1.pos.C02.S62.comb","turquoise","Tcell"
"430","Tcell__green__cy80.Cd45.pos.PD1.pos.S165.G09.S165.comb","turquoise","Tcell"
"431","Tcell__green__cy80.Cd45.pos.PD1.pos.S115.E07.S115.comb","turquoise","Tcell"
"432","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S294.E06.S294.comb","brown","Bcell"
"433","Tcell__green__cy80.Cd45.pos.PD1.pos.C07.S67.comb","turquoise","Tcell"
"434","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S370.H10.S370.comb","brown","Bcell"
"435","Tcell__green__cy80.Cd45.pos.Pd1.neg.S196.A04.S196.comb","turquoise","Tcell"
"436","Tcell__green__cy80.Cd45.pos.PD1.pos.S120.E12.S120.comb","turquoise","Tcell"
"437","Tcell__green__cy80.Cd45.pos.Pd1.neg.S272.D08.S272.comb","turquoise","Tcell"
"438","Tcell__green__cy80.Cd45.pos.PD1.pos.S159.G03.S159.comb","turquoise","Tcell"
"439","Tcell__green__cy80.Cd45.pos.PD1.pos.S138.F06.S138.comb","turquoise","Tcell"
"440","Tcell__green__cy80.Cd45.pos.PD1.pos.S191.H11.S191.comb","turquoise","Tcell"
"441","Tcell__green__cy80.Cd45.pos.PD1.pos.S192.H12.S192.comb","turquoise","Tcell"
"442","Tcell__green__cy80.Cd45.pos.Pd1.neg.S251.C11.S251.comb","turquoise","Tcell"
"443","Tcell__green__cy80.Cd45.pos.PD1.pos.S162.G06.S162.comb","turquoise","Tcell"
"444","Tcell__green__cy80.Cd45.pos.PD1.pos.D02.S86.comb","turquoise","Tcell"
"445","Tcell__green__cy80.Cd45.pos.PD1.pos.S157.G01.S157.comb","turquoise","Tcell"
"446","Tcell__green__cy80.Cd45.pos.Pd1.neg.S194.A02.S194.comb","turquoise","Tcell"
"447","Tcell__green__cy80.Cd45.pos.PD1.pos.S161.G05.S161.comb","turquoise","Tcell"
"448","Tcell__green__cy80.Cd45.pos.PD1.pos.B06.S42.comb","turquoise","Tcell"
"449","Tcell__green__cy80.Cd45.pos.PD1.pos.S182.H02.S182.comb","turquoise","Tcell"
"450","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S248.C08.S248.comb","brown","Bcell"
"451","Bcell__yellowgreen__cy80.Cd45.pos.PD1.pos.A02.S14.comb","brown","Bcell"
"452","Tcell__green__cy80.Cd45.pos.PD1.pos.S137.F05.S137.comb","turquoise","Tcell"
"453","Tcell__green__cy80.Cd45.pos.Pd1.neg.S340.G04.S340.comb","turquoise","Tcell"
"454","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S222.B06.S222.comb","brown","Bcell"
"455","Tcell__green__cy80.Cd45.pos.Pd1.neg.S224.B08.S224.comb","turquoise","Tcell"
"456","Tcell__green__cy80.Cd45.pos.PD1.pos.A09.S21.comb","turquoise","Tcell"
"457","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S197.A05.S197.comb","brown","Bcell"
"458","Tcell__green__cy80.Cd45.pos.PD1.pos.S135.F03.S135.comb","turquoise","Tcell"
"459","Tcell__green__cy80.Cd45.pos.PD1.pos.B01.S37.comb","turquoise","Tcell"
"460","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S203.A11.S203.comb","brown","Bcell"
"461","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S276.D12.S276.comb","brown","Bcell"
"462","Tcell__green__cy80.Cd45.pos.PD1.pos.S140.F08.S140.comb","turquoise","Tcell"
"463","Tcell__green__cy80.Cd45.pos.PD1.pos.B07.S43.comb","turquoise","Tcell"
"464","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S275.D11.S275.comb","brown","Bcell"
"465","Tcell__green__cy80.Cd45.pos.Pd1.neg.S265.D01.S265.comb","turquoise","Tcell"
"466","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S241.C01.S241.comb","brown","Bcell"
"467","Tcell__green__cy80.Cd45.pos.Pd1.neg.S364.H04.S364.comb","turquoise","Tcell"
"468","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S339.G03.S339.comb","brown","Bcell"
"469","Tcell__green__cy80.Cd45.pos.PD1.pos.S190.H10.S190.comb","turquoise","Tcell"
"470","Tcell__green__cy80.Cd45.pos.Pd1.neg.S337.G01.S337.comb","turquoise","Tcell"
"471","Tcell__green__cy80.Cd45.pos.PD1.pos.D11.S95.comb","turquoise","Tcell"
"472","Tcell__green__cy80.Cd45.pos.PD1.pos.A06.S18.comb","turquoise","Tcell"
"473","Tcell__green__cy80.Cd45.pos.Pd1.neg.S243.C03.S243.comb","turquoise","Tcell"
"474","Tcell__green__cy80.Cd45.pos.PD1.pos.A07.S19.comb","turquoise","Tcell"
"475","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S245.C05.S245.comb","brown","Bcell"
"476","Tcell__green__cy80.Cd45.pos.Pd1.neg.S226.B10.S226.comb","turquoise","Tcell"
"477","Tcell__green__cy80.Cd45.pos.PD1.pos.S166.G10.S166.comb","turquoise","Tcell"
"478","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S297.E09.S297.comb","brown","Bcell"
"479","Tcell__green__cy80.Cd45.pos.Pd1.neg.S225.B09.S225.comb","turquoise","Tcell"
"480","Tcell__green__cy80.Cd45.pos.PD1.pos.S144.F12.S144.comb","turquoise","Tcell"
"481","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S291.E03.S291.comb","brown","Bcell"
"482","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S266.D02.S266.comb","brown","Bcell"
"483","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S342.G06.S342.comb","brown","Bcell"
"484","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S369.H09.S369.comb","brown","Bcell"
"485","Tcell__green__cy80.Cd45.pos.PD1.pos.S142.F10.S142.comb","turquoise","Tcell"
"486","Tcell__green__cy80.Cd45.pos.PD1.pos.S110.E02.S110.comb","turquoise","Tcell"
"487","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S267.D03.S267.comb","brown","Bcell"
"488","Tcell__green__cy80.Cd45.pos.PD1.pos.C11.S71.comb","turquoise","Tcell"
"489","Tcell__green__cy80.Cd45.pos.PD1.pos.D09.S93.comb","turquoise","Tcell"
"490","Tcell__green__cy80.Cd45.pos.PD1.pos.B08.S44.comb","turquoise","Tcell"
"491","Tcell__green__cy80.Cd45.pos.PD1.pos.S184.H04.S184.comb","turquoise","Tcell"
"492","Tcell__green__cy80.Cd45.pos.Pd1.neg.S290.E02.S290.comb","turquoise","Tcell"
"493","Tcell__green__cy80.Cd45.pos.PD1.pos.B12.S48.comb","turquoise","Tcell"
"494","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S289.E01.S289.comb","brown","Bcell"
"495","Tcell__green__cy80.Cd45.pos.PD1.pos.S160.G04.S160.comb","turquoise","Tcell"
"496","Tcell__green__cy80.Cd45.pos.PD1.pos.S183.H03.S183.comb","turquoise","Tcell"
"497","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S343.G07.S343.comb","brown","Bcell"
"498","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S271.D07.S271.comb","brown","Bcell"
"499","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S273.D09.S273.comb","brown","Bcell"
"500","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S269.D05.S269.comb","brown","Bcell"
"501","Tcell__green__cy80.Cd45.pos.PD1.pos.S187.H07.S187.comb","turquoise","Tcell"
"502","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S341.G05.S341.comb","brown","Bcell"
"503","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S200.A08.S200.comb","brown","Bcell"
"504","Tcell__green__cy80.Cd45.pos.Pd1.neg.S295.E07.S295.comb","turquoise","Tcell"
"505","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S346.G10.S346.comb","brown","Bcell"
"506","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S252.C12.S252.comb","brown","Bcell"
"507","Tcell__green__cy80.Cd45.pos.Pd1.neg.S299.E11.S299.comb","turquoise","Tcell"
"508","Tcell__green__cy80.Cd45.pos.PD1.pos.D05.S89.comb","turquoise","Tcell"
"509","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S292.E04.S292.comb","brown","Bcell"
"510","Tcell__green__cy80.Cd45.pos.PD1.pos.S118.E10.S118.comb","turquoise","Tcell"
"511","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S199.A07.S199.comb","brown","Bcell"
"512","Tcell__green__cy80.Cd45.pos.PD1.pos.S167.G11.S167.comb","turquoise","Tcell"
"513","Tcell__green__cy80.Cd45.pos.PD1.pos.D06.S90.comb","turquoise","Tcell"
"514","Tcell__green__cy80.Cd45.pos.PD1.pos.A08.S20.comb","turquoise","Tcell"
"515","Tcell__green__cy80.Cd45.pos.PD1.pos.B10.S46.comb","turquoise","Tcell"
"516","Tcell__green__cy80.Cd45.pos.PD1.pos.S158.G02.S158.comb","turquoise","Tcell"
"517","Tcell__green__cy80.Cd45.pos.PD1.pos.S114.E06.S114.comb","turquoise","Tcell"
"518","Tcell__green__cy80.Cd45.pos.PD1.pos.B03.S39.comb","turquoise","Tcell"
"519","Tcell__green__cy80.Cd45.pos.PD1.pos.B05.S41.comb","turquoise","Tcell"
"520","Tcell__green__cy80.Cd45.pos.PD1.pos.S117.E09.S117.comb","turquoise","Tcell"
"521","Tcell__green__cy80.Cd45.pos.PD1.pos.C04.S64.comb","turquoise","Tcell"
"522","Tcell__green__cy80.Cd45.pos.PD1.pos.C01.S61.comb","turquoise","Tcell"
"523","Tcell__green__cy80.Cd45.pos.PD1.pos.B02.S38.comb","turquoise","Tcell"
"524","Tcell__green__cy80.Cd45.pos.PD1.pos.C05.S65.comb","turquoise","Tcell"
"525","Tcell__green__cy80.Cd45.pos.PD1.pos.S181.H01.S181.comb","turquoise","Tcell"
"526","Tcell__green__cy80.Cd45.pos.PD1.pos.S113.E05.S113.comb","turquoise","Tcell"
"527","Tcell__green__cy80.Cd45.pos.PD1.pos.B04.S40.comb","turquoise","Tcell"
"528","Tcell__green__cy80.Cd45.pos.PD1.pos.S139.F07.S139.comb","turquoise","Tcell"
"529","Tcell__green__cy80.Cd45.pos.PD1.pos.D08.S92.comb","turquoise","Tcell"
"530","Tcell__green__cy80.Cd45.pos.PD1.pos.D07.S91.comb","turquoise","Tcell"
"531","Tcell__green__cy80.Cd45.pos.PD1.pos.S111.E03.S111.comb","turquoise","Tcell"
"532","Tcell__green__cy80.Cd45.pos.PD1.pos.S164.G08.S164.comb","turquoise","Tcell"
"533","Tcell__green__cy80.Cd45.pos.Pd1.neg.S347.G11.S347.comb","turquoise","Tcell"
"534","Tcell__green__cy80.Cd45.pos.Pd1.neg.S249.C09.S249.comb","turquoise","Tcell"
"535","Tcell__green__cy80.Cd45.pos.PD1.pos.A11.S23.comb","turquoise","Tcell"
"536","Tcell__green__cy80.Cd45.pos.Pd1.neg.S217.B01.S217.comb","turquoise","Tcell"
"537","Tcell__green__cy80.Cd45.pos.Pd1.neg.S344.G08.S344.comb","turquoise","Tcell"
"538","Bcell__yellowgreen__cy80.Cd45.pos.PD1.pos.S119.E11.S119.comb","brown","Bcell"
"539","Tcell__green__cy80.Cd45.pos.PD1.pos.C09.S69.comb","turquoise","Tcell"
"540","Tcell__green__cy80.Cd45.pos.PD1.pos.A12.S24.comb","turquoise","Tcell"
"541","Tcell__green__cy80.Cd45.pos.Pd1.neg.S242.C02.S242.comb","turquoise","Tcell"
"542","Tcell__green__cy80.Cd45.pos.PD1.pos.S109.E01.S109.comb","turquoise","Tcell"
"543","Tcell__green__cy80.Cd45.pos.Pd1.neg.S268.D04.S268.comb","turquoise","Tcell"
"544","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S223.B07.S223.comb","brown","Bcell"
"545","Tcell__green__cy80.Cd45.pos.PD1.pos.C03.S63.comb","turquoise","Tcell"
"546","Tcell__green__cy80.Cd45.pos.PD1.pos.S143.F11.S143.comb","turquoise","Tcell"
"547","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S219.B03.S219.comb","brown","Bcell"
"548","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S227.B11.S227.comb","brown","Bcell"
"549","Tcell__green__cy80.Cd45.pos.PD1.pos.C10.S70.comb","turquoise","Tcell"
"550","Tcell__green__cy80.Cd45.pos.Pd1.neg.S361.H01.S361.comb","turquoise","Tcell"
"551","Tcell__green__cy80.Cd45.pos.PD1.pos.S116.E08.S116.comb","turquoise","Tcell"
"552","Tcell__green__cy80.Cd45.pos.PD1.pos.D10.S94.comb","turquoise","Tcell"
"553","Tcell__green__cy80.Cd45.pos.PD1.pos.S141.F09.S141.comb","turquoise","Tcell"
"554","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S338.G02.S338.comb","brown","Bcell"
"555","Tcell__green__cy80.Cd45.pos.PD1.pos.C06.S66.comb","turquoise","Tcell"
"556","Tcell__green__cy80.Cd45.pos.PD1.pos.S112.E04.S112.comb","turquoise","Tcell"
"557","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S247.C07.S247.comb","brown","Bcell"
"558","Tcell__green__cy80.Cd45.pos.Pd1.neg.S368.H08.S368.comb","turquoise","Tcell"
"559","Tcell__green__cy80.Cd45.pos.PD1.pos.S133.F01.S133.comb","turquoise","Tcell"
"560","Tcell__green__cy80.Cd45.pos.Pd1.neg.S362.H02.S362.comb","turquoise","Tcell"
"561","Tcell__green__cy80.Cd45.pos.PD1.pos.S188.H08.S188.comb","turquoise","Tcell"
"562","Tcell__green__cy80.Cd45.pos.PD1.pos.A04.S16.comb","turquoise","Tcell"
"563","Tcell__green__cy80.Cd45.pos.PD1.pos.S168.G12.S168.comb","turquoise","Tcell"
"564","Tcell__green__cy80.Cd45.pos.PD1.pos.D03.S87.comb","turquoise","Tcell"
"565","Bcell__yellowgreen__cy80.Cd45.pos.Pd1.neg.S296.E08.S296.comb","brown","Bcell"
"566","Bcell__yellowgreen__cy79.p1.CD45.pos.PD1.neg.AS.C1.R2.B08.S500.comb","brown","Bcell"
"567","Tcell__green__cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.G10.S466.comb","turquoise","Tcell"
"568","Tcell__green__cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.G11.S467.comb","turquoise","Tcell"
"569","malignant__turquoise__cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.F07.S67.comb","blue","malignant"
"570","malignant__turquoise__cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.G01.S73.comb","blue","malignant"
"571","malignant__turquoise__cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.D09.S141.comb","blue","malignant"
"572","malignant__turquoise__cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.D06.S138.comb","blue","malignant"
"573","malignant__turquoise__cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.C04.S28.comb","blue","malignant"
"574","Tcell__green__cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.D05.S233.comb","turquoise","Tcell"
"575","Tcell__green__cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.G01.S265.comb","turquoise","Tcell"
"576","malignant__turquoise__cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.C01.S121.comb","blue","malignant"
"577","malignant__turquoise__cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.D02.S134.comb","blue","malignant"
"578","malignant__turquoise__cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.F07.S163.comb","blue","malignant"
"579","Tcell__green__cy79.p1.CD45.pos.PD1.neg.AS.C1.R2.G09.S561.comb","turquoise","Tcell"
"580","Tcell__green__cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.C08.S416.comb","turquoise","Tcell"
"581","malignant__turquoise__cy79.p3.CD45.neg.PD1.pos.AS.C3.R1.C01.S313.comb","blue","malignant"
"582","malignant__turquoise__cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.A10.S10.comb","blue","malignant"
"583","malignant__turquoise__cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.G10.S82.comb","blue","malignant"
"584","Tcell__green__cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.H01.S277.comb","turquoise","Tcell"
"585","malignant__turquoise__cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.B07.S19.comb","blue","malignant"
"586","Tcell__green__cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.B10.S406.comb","turquoise","Tcell"
"587","Tcell__green__cy79.p1.CD45.pos.PD1.neg.AS.C1.R2.H08.S572.comb","turquoise","Tcell"
"588","Tcell__green__cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.C02.S218.comb","turquoise","Tcell"
"589","Tcell__green__cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.C08.S224.comb","turquoise","Tcell"
"590","malignant__turquoise__cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.B10.S118.comb","blue","malignant"
"591","Bcell__yellowgreen__cy79.p1.CD45.pos.PD1.neg.AS.C1.R2.B04.S496.comb","brown","Bcell"
"592","malignant__turquoise__cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.D12.S144.comb","blue","malignant"
"593","Tcell__green__cy79.p1.CD45.pos.PD1.pos.AS.C5.R1.H10.S286.comb","turquoise","Tcell"
"594","Bcell__yellowgreen__cy79.p1.CD45.pos.PD1.neg.AS.C1.R2.H05.S569.comb","brown","Bcell"
"595","malignant__turquoise__cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.D05.S137.comb","blue","malignant"
"596","malignant__turquoise__cy79.p3.CD45.neg.PD1.pos.AS.C3.R1.B08.S308.comb","blue","malignant"
"597","malignant__turquoise__cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.B12.S24.comb","blue","malignant"
"598","malignant__turquoise__cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.B02.S14.comb","blue","malignant"
"599","Tcell__green__cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.F08.S452.comb","turquoise","Tcell"
"600","malignant__turquoise__cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.C08.S32.comb","blue","malignant"
"601","malignant__turquoise__cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.F06.S66.comb","yellow","Macro"
"602","Tcell__green__cy79.p3.CD45.pos.PD1.pos.AS.C2.R1.C01.S409.comb","turquoise","Tcell"
"603","malignant__turquoise__cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.E01.S49.comb","blue","malignant"
"604","malignant__turquoise__cy79.p1.CD45.neg.PDL1.neg.AS.C4.R1.F01.S157.comb","blue","malignant"
"605","malignant__turquoise__cy79.p1.CD45.neg.PDL1.pos.AS.C1.R1.D09.S45.comb","blue","malignant"
