"","DE_fc_tumor_over_normal","DE_ml_normal_vs_tumor","DE_p_normal_vs_tumor","p_adjusted_bonferroni","p_adjusted_BH","p_adjusted_BY","gene_symbol"
"ARHGEF10L",-0.276408866869918,11.0139492251016,0.000192831788499998,1,0.000339087647730658,0.00355473211777806,"ARHGEF10L"
"HIF3A",-2.74576868224932,5.59229614668022,3.03206138550136e-17,6.07928307793022e-13,2.11896831803726e-16,2.22136217201998e-15,"HIF3A"
"RNF17",-0.0954247628726287,0.213319325880759,0.305440251469278,1,0.355121892836128,1,"RNF17"
"RNF10",-0.410144325880758,11.7999936907182,7.93963567521234e-17,1.59189695288007e-12,5.16011978243136e-16,5.40946968872208e-15,"RNF10"
"RNF11",-0.923510823170732,10.4985616615854,2.49341236373224e-22,4.99929178928313e-18,6.32831922238016e-21,6.63411945020641e-20,"RNF11"
"RNF13",-0.165007672764228,10.1389059197154,0.00780510521485328,1,0.0115920266339117,0.121521823815993,"RNF13"
"GTF2IP1",0.343526871612466,11.658624411416,1.11179982103494e-05,0.222915864117505,2.20122211120052e-05,0.000230759067439196,"GTF2IP1"
"REM1",-1.23713338414634,4.07224794207317,1.77053679569698e-11,3.54992627537245e-07,5.98739462872735e-11,6.27672052668069e-10,"REM1"
"MTVR2",-0.458850897696477,0.748033087737127,3.52002615735752e-05,0.705765244550183,6.63375547091064e-05,0.000695431514292813,"MTVR2"
"RTN4RL2",0.958848611111111,2.89222430555556,2.04391076830881e-07,0.00409804109045916,4.74694902172959e-07,4.9763334824867e-06,"RTN4RL2"
"C16orf13",0.782083138550137,9.28899766683604,1.1922899422391e-16,2.39054133418939e-12,7.5034004445063e-16,7.8659835388115e-15,"C16orf13"
"C16orf11",0.224346934281843,0.13835639397019,0.00105132763590928,1,0.00171849984509873,0.0180154205989283,"C16orf11"
"FGFR1OP2",-0.134660924796748,8.84091587906504,0.000818259412603715,1,0.00135286286433683,0.0141823658484524,"FGFR1OP2"
"TSKS",-0.685775211720867,1.03627336974932,2.34571996578811e-08,0.000470316853140516,5.89295643579145e-08,6.17771884383531e-07,"TSKS"
"ATRX",0.455493267276424,10.0113856580285,1.27055216241766e-07,0.00254745708564741,3.00054567361066e-07,3.14553955245107e-06,"ATRX"
"PMM2",0.447780462398374,10.6047170604675,1.15208384898462e-09,2.30992811721417e-05,3.26353223681007e-09,3.42123428477336e-08,"PMM2"
"LOC100272146",0.868581258468835,5.52508819021003,1.00905504191795e-14,2.02315535904548e-10,4.91062160339962e-14,5.14791513305873e-13,"LOC100272146"
"ASS1",-0.348533799119242,12.8994672467818,0.101385579243023,1,0.129319986247383,1,"ASS1"
"NCBP1",0.135387957317073,10.3907622713415,0.0156722496573935,1,0.0224834434481067,0.235698997230106,"NCBP1"
"ZNF709",0.0041615768970189,5.74944664210705,0.487099529054122,1,0.538001738419828,1,"ZNF709"
"ZNF708",-0.0168554539295389,6.92414300474255,0.857251141449907,1,0.87755976843647,1,"ZNF708"
"RBM14",0.241337093495936,10.3142856199187,4.19911497081507e-06,0.0841922551648422,8.62890798040814e-06,9.04587841656578e-05,"RBM14"
"NCBP2",0.679724847560976,10.7135063262195,4.19198010488946e-18,8.40492011030337e-14,3.35391863938682e-17,3.51598838460575e-16,"NCBP2"
"DISC1",-0.142294546070461,6.43908199525745,0.377872394633945,1,0.429619592424757,1,"DISC1"
"CAMK1",-0.480021815718158,8.00317201897019,1.12224581966756e-06,0.0225010286843345,2.42757242204445e-06,2.54487879892578e-05,"CAMK1"
"RPL37",0.574137008807588,13.6180099678184,3.6937649277905e-11,7.40599868021994e-07,1.21429720941465e-10,1.27297509057693e-09,"RPL37"
"SPR",-0.171371637872628,10.4146458883808,0.0173311091219141,1,0.0247059180870514,0.258997699004932,"SPR"
"ZNF700",0.103958003048781,8.22487412347561,0.158010366566221,1,0.194505639099504,1,"ZNF700"
"ZNF707",0.601132232384824,7.59308318936314,1.53182843150765e-11,3.07131600517284e-07,5.21357325610736e-11,5.46550616806733e-10,"ZNF707"
"CAMK4",-1.85655712228997,3.85907265836721,6.15713295511481e-18,1.23450515750052e-13,4.8075075103483e-17,5.03981830888416e-16,"CAMK4"
"ZNF704",-0.615498111449865,7.26820704183604,4.5190753563464e-05,0.906074608947454,8.4348781320746e-05,0.000884247256020539,"ZNF704"
"LOC339240",0.164871519308943,0.144538198678862,0.00601386794016253,1,0.00904561531884912,0.0948272209683058,"LOC339240"
"GOLGA6B",0.0665664380081301,0.377749072662602,0.350260077039142,1,0.401826088266568,1,"GOLGA6B"
"RNF115",0.184850804539295,8.18249369495257,4.0034761554099e-05,0.802696969159685,7.50676303401923e-05,0.000786950861706796,"RNF115"
"RNF112",-2.51157549966125,4.3762561526084,6.29531460522237e-22,1.26221057834709e-17,1.37946511294763e-20,1.44612432070787e-19,"RNF112"
"ZC3H14",-0.239581935975609,10.1264065929878,1.13448153989789e-05,0.227463548749526,2.24345151148561e-05,0.000235186070502049,"ZC3H14"
"SPN",-1.4105674796748,7.46525040650407,6.52485729185191e-12,1.30823388701631e-07,2.30688394818605e-11,2.41835835586593e-10,"SPN"
"HMGCLL1",-2.58212079098916,2.33452740938347,7.4629384818355e-25,1.49631916560802e-20,1.40396826042347e-22,1.47181152161358e-21,"HMGCLL1"
"NACAP1",0.631054513888889,7.09102725694444,2.93327827124294e-14,5.8812229338421e-10,1.3504663942648e-13,1.41572431133975e-12,"NACAP1"
"LRRTM1",-2.35428378218157,3.2861873772019,1.07689453703933e-12,2.15917354676386e-08,4.15066041284863e-12,4.35123071521102e-11,"LRRTM1"
"GRIN1",-0.801433638211382,4.38857098577236,0.000266614715023811,1,0.000462224387049495,0.004845602266144,"GRIN1"
"RBMY1A3P",0.008990625,0.0044953125,0.712794877990419,1,0.747152723949597,1,"RBMY1A3P"
"DHX8",0.200979573170732,10.0557727134146,5.57611321658703e-05,1,0.000103348308713037,0.00108342357723418,"DHX8"
"DHX9",0.406158900745258,11.8687160357385,2.18980478244221e-14,4.39055858879663e-10,1.02416154204324e-13,1.07365159175188e-12,"DHX9"
"LOC441204",0.0126177337398374,3.12540154979675,0.807287117172227,1,0.832961439857099,1,"LOC441204"
"TCOF1",1.33643213075881,10.4036624068428,3.83251191812158e-22,7.68418639583377e-18,9.02959623482229e-21,9.46592893055966e-20,"TCOF1"
"LRRTM3",-0.733140794376694,0.578178383299458,1.58718696499443e-16,3.18230986481383e-12,9.75570160887133e-16,1.02271215340937e-14,"LRRTM3"
"NUP98",0.326451304200543,11.1300500423442,1.84378001296544e-12,3.69677892599571e-08,6.91115895680633e-12,7.24512345974427e-11,"NUP98"
"XPC",0.135793521341464,9.64136261432927,0.00820012103671682,1,0.0121418950101861,0.127286217744155,"XPC"
"SLC12A2",1.33134601964769,12.5825193512873,6.9608471548058e-18,1.39564985453856e-13,5.38860947698287e-17,5.64900057734021e-16,"SLC12A2"
"GRINA",1.08120878218157,11.4507751227981,1.05011819251136e-18,2.10548697598527e-14,9.60107149764766e-18,1.00650193087779e-16,"GRINA"
"LRRTM2",-1.49175066903794,3.19051734840786,1.24580440483665e-16,2.49783783169748e-12,7.82052285494258e-16,8.1984300980387e-15,"LRRTM2"
"NUP93",0.737694656165312,9.8286863524729,5.47141892931698e-20,1.09701949532805e-15,6.57709035329221e-19,6.89491182496477e-18,"NUP93"
"HAP1",-0.682610492886179,2.96331670477642,4.43377765167743e-05,0.888972419161325,8.28415263406323e-05,0.000868446362878754,"HAP1"
"KLRA1",0.287910713075881,3.96056999068428,0.016404575711772,1,0.0234585081678218,0.245920820110651,"KLRA1"
"CAMKV",1.82203992208672,1.78592240006775,5.28812071547592e-08,0.00106026820345292,1.29049197109654e-07,1.35285177389752e-06,"CAMKV"
"SPPL3",-0.177358985433605,10.2957083121612,3.12291448706644e-05,0.626144354656822,5.9210050117595e-05,0.000620712279721398,"SPPL3"
"GOLIM4",-0.242139913617885,11.1829251651423,0.0556600235819774,1,0.0740877297230728,0.776678343025514,"GOLIM4"
"ZNF646",0.090989312330624,9.1094727049458,0.256574298836208,1,0.303052506531367,1,"ZNF646"
"OPA3",-0.240675347222222,9.08696232638889,6.14917673045184e-07,0.0123290993445559,1.36370535455635e-06,1.42960301133643e-05,"OPA3"
"OPA1",-0.0403260162601633,10.8263296747967,0.271199204750175,1,0.318842738081447,1,"OPA1"
"RHEB",0.7594010501355,10.0850980860434,1.5539083657436e-16,3.11558627331593e-12,9.56000123602827e-16,1.00219644292973e-14,"RHEB"
"RAB40C",-0.147916158536587,9.93239557926829,0.0166818401136158,1,0.0238396931060583,0.249916867598169,"RAB40C"
"RAB40B",-0.198716378726287,8.98475888380759,0.0483554260624369,1,0.0648642732690078,0.679986773416245,"RAB40B"
"RAB40A",0.574118318089431,1.91268354928862,0.00046505198713435,1,0.000787732675956025,0.00825797890953656,"RAB40A"
"COL7A1",3.52189866192412,6.84193469681572,1.77311466211533e-21,3.55509489754123e-17,3.24666200688697e-20,3.40354884310562e-19,"COL7A1"
"MDP1",-0.364504708672087,7.10510374322493,4.94620288588407e-06,0.0991713678619757,1.01051841912892e-05,0.000105934919898267,"MDP1"
"GTSE1",1.48996513380759,7.99522403031843,1.11492619645856e-20,2.23542702389941e-16,1.59902974393603e-19,1.67629886434755e-18,"GTSE1"
"FAM183A",0.534367691395664,0.653088723746613,0.0033945433114897,1,0.0052422855576807,0.0549560591993418,"FAM183A"
"ARFRP1",0.112529708672087,9.74550875677507,0.157494108658529,1,0.193965496410751,1,"ARFRP1"
"OVCH1",0.0344068851626016,0.240720515752033,0.954556318121318,1,0.961848134402072,1,"OVCH1"
"FAM183B",0.034447256097561,0.49981387195122,0.758083772769519,1,0.788374199026882,1,"FAM183B"
"PSAP",-0.533395765582656,14.5973826050136,5.29677153940017e-11,1.06200269364973e-06,1.71651306324343e-10,1.79945927176436e-09,"PSAP"
"KIAA0831",-0.131029022696477,8.56744402523713,0.0396296888181601,1,0.0538002750704324,0.564000390512806,"KIAA0831"
"SPPL2A",-1.82610379403794,10.1265407859079,2.12698327099675e-24,4.26460145834849e-20,2.29545023158861e-22,2.40637213345809e-21,"SPPL2A"
"SLC46A1",-0.950729818766938,8.93982289549458,6.48205009064229e-06,0.129965104317378,1.30934016036045e-05,0.000137261075485326,"SLC46A1"
"TGFBR2",-0.355450770663957,11.5982965658875,0.00436107228471539,1,0.00666155457470552,0.0698345756901367,"TGFBR2"
"ITGA8",-3.13147372120596,5.31839484671409,6.11212319822061e-23,1.22548070124323e-18,2.14553675985722e-21,2.249214467463e-20,"ITGA8"
"ITGA9",-0.640103209688347,7.33237278539973,0.0273313964532361,1,0.0379760567489524,0.398111548844419,"ITGA9"
"STK40",-0.303495460704607,10.9257449525745,1.75345530486533e-05,0.351567788625499,3.40040418440371e-05,0.000356472022753481,"STK40"
"MYO3B",0.784058993902439,1.84063925304878,0.000124865933596668,1,0.000224333509732364,0.00235173866543476,"MYO3B"
"ATP2A1",0.868718614498645,3.02389833163957,8.50298871786886e-06,0.170484923793271,1.70076739618187e-05,0.000178295273465098,"ATP2A1"
"ATP2A2",-0.0806852218834688,12.9626012914973,0.0878938968411799,1,0.113482686049691,1,"ATP2A2"
"ATP2A3",-2.13394927168022,11.8108156080623,5.93453352163567e-20,1.18987397108795e-15,7.07000863437731e-19,7.411649151417e-18,"ATP2A3"
"ITGA1",-0.0029621019647692,9.70550431487127,0.253643474947002,1,0.300032547061203,1,"ITGA1"
"ITGA2",1.52031117886179,10.1328360772358,8.91466689908659e-21,1.78739071326686e-16,1.30657215882081e-19,1.36970899654951e-18,"ITGA2"
"ITGA3",-0.796751007791329,11.6880147400068,1.71282319453701e-10,3.4342105050467e-06,5.26559732709631e-10,5.52004417240917e-09,"ITGA3"
"ITGA4",-1.28212846375339,8.33683332909892,1.11807629435895e-12,2.24174297018969e-08,4.29699630091948e-12,4.50463791974659e-11,"ITGA4"
"ITGA5",-0.149990447154471,10.4386535569106,0.829789247077742,1,0.853237314934546,1,"ITGA5"
"ITGA6",0.695344181910569,12.7306477007114,8.44461034006963e-13,1.69314437318396e-08,3.29213372192098e-12,3.4512178652489e-11,"ITGA6"
"ITGA7",-1.63857164634146,8.26064832317073,2.8935318808452e-10,5.80153142109463e-06,8.66546888886427e-10,9.08420603964905e-09,"ITGA7"
"TRHR",-0.0296789803523035,0.0628068512872629,0.297618115023887,1,0.346671142414332,1,"TRHR"
"LOC100132288",-0.122876134823848,6.81388876185637,0.570237917778015,1,0.61831541027793,1,"LOC100132288"
"DENND4A",-0.240338084349593,8.42459925050813,0.00412632824442973,1,0.0063207946597002,0.0662623128181996,"DENND4A"
"DENND4B",0.366408629742548,9.62261894901762,3.39093691688492e-08,0.000679882851835426,8.40399075198301e-08,8.81009262458096e-07,"DENND4B"
"DENND4C",-0.0447006690379403,10.4815423484079,0.509361549670315,1,0.560213960585704,1,"DENND4C"
"SWAP70",-0.229811983401083,9.75604522781165,0.00197000400902107,1,0.00312439606844044,0.0327537470841954,"SWAP70"
"RARRES1",-1.60314176829268,8.92585838414634,7.35620094381995e-11,1.4749182892359e-06,2.35085921152311e-10,2.46445861401988e-09,"RARRES1"
"LOC100132287",0.723537457655826,7.44598092394986,4.80089534727488e-08,0.000962579517128614,1.17575057383932e-07,1.23256578506876e-06,"LOC100132287"
"PHLDA3",0.177650457317073,8.65629352134146,0.107185658420829,1,0.13629328077991,1,"PHLDA3"
"PHLDA2",1.29968980352304,8.81908148712737,1.7342520590385e-13,3.47717537837219e-09,7.30199023090707e-13,7.65484067945897e-12,"PHLDA2"
"TACO1",-0.503727439024392,9.2173387195122,2.43123742672863e-12,4.87463104059091e-08,8.98218360160476e-12,9.41622520020713e-11,"TACO1"
"PMM1",-0.961482655826559,9.4771635501355,2.83049049618616e-16,5.67513344485325e-12,1.68203863691047e-15,1.76331895484397e-14,"PMM1"
"GAP43",-3.63093825372629,4.59974794630759,1.5312788966501e-20,3.07021418778344e-16,2.11738909502306e-19,2.21970663699614e-18,"GAP43"
"NENF",0.345236399051492,9.72773527269648,6.71415941607973e-05,1,0.000123606683390242,0.00129579667782039,"NENF"
"SQLE",1.81353150406504,9.99849258130081,7.79012749398147e-19,1.56192056254329e-14,7.30561969935561e-18,7.65864553290935e-17,"SQLE"
"MRPL28",0.0482782096883465,9.90721471460027,0.685201492021946,1,0.726202025321917,1,"MRPL28"
"LOC100289341",-0.208476151761518,5.04659363143631,0.0396297221252608,1,0.0538002750704324,0.564000390512806,"LOC100289341"
"FBXL13",0.793832232384824,2.06363318936314,7.5742463858135e-11,1.51863640035561e-06,2.41667154735138e-10,2.53345116667711e-09,"FBXL13"
"FBXL12",-0.305023111449863,8.79734454183604,2.02469329567583e-07,0.00405951005783003,4.70396247408227e-07,4.93126971723987e-06,"FBXL12"
"FBXL15",-0.545050889227642,8.34113065294715,2.25352488341463e-10,4.51831739124633e-06,6.83875348274827e-10,7.16921917191201e-09,"FBXL15"
"CYP27B1",1.7822804454607,5.15387193004743,2.13454658486218e-21,4.27976590264868e-17,3.8008578176276e-20,3.98452478285515e-19,"CYP27B1"
"FBXL17",-0.657700093157182,9.1202767826897,2.95687817952985e-16,5.92854074995734e-12,1.75039108774674e-15,1.83497436722559e-14,"FBXL17"
"FBXL16",0.446218089430895,6.31739928861789,0.0408249302126041,1,0.0553067696718561,0.579793312433671,"FBXL16"
"FAM169A",0.872914337737127,6.70432790057588,1.5527578929319e-07,0.00311327957532846,3.6429844420991e-07,3.81902257058378e-06,"FAM169A"
"FAM116B",-0.421875482723578,6.51640128302846,0.000533710021617648,1,0.000898102050644888,0.0094150059013815,"FAM116B"
"FAM116A",0.140190701219511,8.81817339939024,0.00036872213229087,1,0.000630309118604366,0.00660767233199553,"FAM116A"
"FAM169B",0.548861593834688,0.9845917725271,0.021552398486888,1,0.030369357626123,0.318368810165617,"FAM169B"
"RALGAPA2",0.0134531673441742,9.64801438855014,0.641273771116326,1,0.684348473008427,1,"RALGAPA2"
"GHDC",0.374455479336044,9.74004969088753,3.56441305511427e-08,0.00071466481755041,8.8219798591434e-08,9.24828001183861e-07,"GHDC"
"H19",2.4489735348916,9.21320871866531,1.00163309577081e-10,2.00827435702047e-06,3.15865737184723e-10,3.31129160378041e-09,"H19"
"SDK2",-1.19175519139566,5.43421752625339,1.2464316370581e-07,0.00249909543230149,2.94461580334805e-07,3.08690701083646e-06,"SDK2"
"GRP",2.06384020155827,2.86004205199864,7.44091767452744e-09,0.000149190399374275,1.95377683832209e-08,2.0481882264467e-07,"GRP"
"TPRN",-0.781787618563687,10.8753403370596,8.26699835003672e-11,1.65753316918236e-06,2.6285016955001e-10,2.75551747790295e-09,"TPRN"
"THSD4",-1.04096327066396,9.04144031588753,2.47812397682808e-11,4.96863857354029e-07,8.27003757247053e-11,8.66966649208151e-10,"THSD4"
"KIAA0895L",0.71306793699187,7.9461681148374,4.1983534024385e-10,8.41769857188919e-06,1.2399150995415e-09,1.29983090128931e-08,"KIAA0895L"
"CHST9",-2.94226629403794,2.03225953590786,1.83441917591081e-25,3.67801044770118e-21,5.74689132453309e-23,6.0245955007257e-22,"CHST9"
"CHST8",-1.80930204098916,1.64173678438347,1.18578924149698e-19,2.37750742920144e-15,1.31354001613339e-18,1.37701355817153e-17,"CHST8"
"COL4A5",-2.13371733570461,6.19163401507453,2.26914848158456e-12,4.54964270557705e-08,8.41747031559121e-12,8.82422355444891e-11,"COL4A5"
"COL4A4",-1.3842210450542,5.00685045308266,1.33596610743013e-08,0.000267861204539741,3.43413723070725e-08,3.6000833390867e-07,"COL4A4"
"COL4A3",-1.65782323848238,2.96298106368564,2.32706438537882e-11,4.66576409268453e-07,7.78925558044163e-11,8.16565191055597e-10,"COL4A3"
"COL4A2",0.640225719850948,12.4949055428523,2.40964651322998e-05,0.483134125902612,4.61534319738834e-05,0.000483836813523699,"COL4A2"
"COL4A1",1.44402324695122,12.0214165015244,1.83222721508383e-12,3.67361556624309e-08,6.86919763930242e-12,7.20113446632806e-11,"COL4A1"
"SLC35D2",-0.718726126355014,10.4236613270664,5.97208993710011e-13,1.19740403238857e-08,2.36734684141671e-12,2.48174296746686e-11,"SLC35D2"
"CHST1",0.441896985094851,5.16821678523035,0.00458262662547166,1,0.00698188934959777,0.0731927172218954,"CHST1"
"ZNF879",-1.10498366361789,4.83420329014228,2.77083020088015e-09,5.5555145527647e-05,7.56058050185724e-09,7.92592667968439e-08,"ZNF879"
"CHST3",-0.0852752964092138,7.58234771764905,0.981099265241959,1,0.984635112028294,1,"CHST3"
"CHST2",-1.0238562245935,6.88916457063008,3.22185067389308e-10,6.45981060115562e-06,9.60281046700701e-10,1.00668423094902e-08,"CHST2"
"CHST5",-3.77063869410569,8.52592455538618,1.35144232380851e-17,2.70964185923606e-13,9.96191860013257e-17,1.04433034466387e-15,"CHST5"
"CHST4",2.39843080115176,2.39434466886856,1.73796445808642e-07,0.00348461873846327,4.06416927742392e-07,4.2605601115913e-06,"CHST4"
"CHST7",-0.958026829268293,5.67491341463415,4.59799335160166e-11,9.21897666996132e-07,1.49950824169833e-10,1.57196823396879e-09,"CHST7"
"CHST6",-1.3282439447832,5.69943412516938,2.95457822078227e-09,5.92392933266846e-05,8.03799392568811e-09,8.42640991536333e-08,"CHST6"
"ITGAX",0.586376134823848,7.30506123814363,0.00474891617291403,1,0.0072226177096963,0.0757163267931352,"ITGAX"
"BCL2A1",0.17274660399729,5.77475135077913,0.319303622251156,1,0.369440684755939,1,"BCL2A1"
"GPSM2",1.24971485433604,10.0429793783875,2.53134367304134e-17,5.07534406444788e-13,1.78646394383945e-16,1.87279035403341e-15,"GPSM2"
"HLCS",0.605460662262873,8.82155959942412,7.04113903692136e-15,1.41174837690273e-10,3.49109699370419e-14,3.65979554043091e-13,"HLCS"
"NOG",-0.60894389397019,1.68146951642954,0.000198528131218051,1,0.000348584729916974,0.0036542921675139,"NOG"
"LIPG",1.28173787262873,8.62776161924119,6.38895159776256e-15,1.28098479535139e-10,3.18415310800744e-14,3.33801935774067e-13,"LIPG"
"ITGAV",0.182580962059619,10.8480734078591,0.029355870742445,1,0.040608924763793,0.42571249673167,"ITGAV"
"HIBCH",-0.68180261686992,9.64935235010163,3.09673131458356e-14,6.20894628574003e-10,1.42146908387468e-13,1.49015802866741e-12,"HIBCH"
"ZNF703",0.672069114159893,9.95652967903117,1.20526653640818e-07,0.0024165594054984,2.85106112021992e-07,2.98883153120464e-06,"ZNF703"
"ITGAL",-1.65137367039295,8.14603023797426,2.17210269879889e-11,4.35506591109177e-07,7.2839369645288e-11,7.6359150340528e-10,"ITGAL"
"ITGAM",-1.22596144139566,7.18931440125339,3.65258814853297e-06,0.0732343923780861,7.55538970164924e-06,7.92048504701513e-05,"ITGAM"
"LOC286359",-0.0854195968834688,0.20533410399729,0.0830209884300299,1,0.107718295348612,1,"LOC286359"
"HLF",-2.24270552168022,6.21803748306233,1.40198737639744e-16,2.81098468967686e-12,8.70543415818167e-16,9.12610253083326e-15,"HLF"
"NOV",-1.18228778794038,6.62503903285908,5.76097959634556e-08,0.00115507640906728,1.40077177912598e-07,1.46846057833738e-06,"NOV"
"FAM134C",-0.122887203590786,10.4554710323509,0.0121515343396454,1,0.0176587960542612,0.185121132885488,"FAM134C"
"FAM134B",-1.43138125846884,9.63111180978997,9.11732894663857e-16,1.82802445380103e-11,5.0442175877512e-15,5.28796680983285e-14,"FAM134B"
"FAM134A",-0.521628446815718,11.337678459519,1.24064339460174e-14,2.48749000617649e-10,5.97117458835306e-14,6.2597166933485e-13,"FAM134A"
"SERPING1",-0.818239668021681,11.0315045562331,0.000641984670703128,1,0.00107264938729981,0.0112448249108097,"SERPING1"
"SMAD9",-1.39003050474255,5.84047011348239,5.40417601801612e-08,0.00108353729161223,1.31705031191471e-07,1.38069348023306e-06,"SMAD9"
"TRERF1",-0.3048254149729,7.66410680470867,0.13057889895174,1,0.163081283417365,1,"TRERF1"
"LOC653501",-0.770950330284553,6.31521995680894,5.98620529188593e-12,1.20023416102313e-07,2.12393233237149e-11,2.22656605995429e-10,"LOC653501"
"LRPAP1",-0.183163363821139,11.2387670985772,0.0007753218071563,1,0.00128557742585873,0.0134769974553022,"LRPAP1"
"LQK1",-0.428592555894309,4.76715981961382,0.0403090252895009,1,0.0546706322840082,0.57312454104363,"LQK1"
"SMAD6",0.336307173102981,7.18478773289295,0.00265389198146145,1,0.00414445917916007,0.0434472982238579,"SMAD6"
"SMAD7",-0.994763431571815,9.30198657689702,4.03196311682872e-15,8.08408604924159e-11,2.06226684929632e-14,2.16192074635687e-13,"SMAD7"
"GOLPH3L",-0.549734332655825,10.4757206385501,7.70096328940356e-12,1.54404313952541e-07,2.70363008146632e-11,2.83427625556361e-10,"GOLPH3L"
"SMAD1",-0.512150956978321,9.44950013126694,3.79709652321689e-17,7.61317852904986e-13,2.61441570365723e-16,2.74075081566984e-15,"SMAD1"
"AFTPH",-0.289031283875339,10.6507941141599,8.07640137103755e-11,1.61931847489303e-06,2.56954976276466e-10,2.69371684019107e-09,"AFTPH"
"SMAD3",-0.455629988143631,10.256321591294,1.33952666206279e-06,0.0268575095743589,2.87864195548731e-06,3.01774514148101e-05,"SMAD3"
"MUS81",-0.0955284637533875,9.46333332909892,0.0794312616125593,1,0.103435690952725,1,"MUS81"
"AMMECR1L",0.371973975271004,9.42168210958672,1.37867747143204e-12,2.76424833022124e-08,5.25622424457357e-12,5.51021815907334e-11,"AMMECR1L"
"IL1RAPL1",-0.851508138550135,0.730689833163957,5.56119021067131e-17,1.1150186372396e-12,3.71796811350316e-16,3.89762964071234e-15,"IL1RAPL1"
"TMPRSS11B",0.02783125,0.013915625,0.166658958599261,1,0.204386330657238,1,"TMPRSS11B"
"IGF2R",-0.0326642276422771,12.0291654471545,0.478888803466103,1,0.529867033248461,1,"IGF2R"
"TMPRSS11D",0.208029844173442,0.192819800135501,0.168219835516621,1,0.206124042174923,1,"TMPRSS11D"
"TMPRSS11F",0.00791813177506775,0.0315371146680217,0.377834721719362,1,0.429619592424757,1,"TMPRSS11F"
"ZC3H10",-0.393569131097562,7.05732519054878,1.43874862612188e-07,0.00288469099537437,3.383826219682e-07,3.54734117405468e-06,"ZC3H10"
"RAD21L1",0.0350573763550135,0.0945042979336043,0.660842296919127,1,0.702949124793278,1,"RAD21L1"
"IL1RAPL2",-0.20268531504065,0.353728074186992,0.000146985158856794,1,0.000261867108146323,0.0027452118239848,"IL1RAPL2"
"SLC36A3",-0.0418504827235772,0.0641137830284553,0.107945380736896,1,0.137120177633982,1,"SLC36A3"
"CKS1B",0.979412372967479,9.27004277184959,8.6973289235668e-19,1.74381444917514e-14,8.06574675844192e-18,8.45550383447525e-17,"CKS1B"
"SLC36A1",-1.88870774051491,9.81477539803523,2.33342142903764e-19,4.67850996522046e-15,2.42787232237699e-18,2.5451931911932e-17,"SLC36A1"
"ST13",0.106001126355014,11.9228761729336,0.0445953339000446,1,0.0601787888474824,0.63086778582701,"ST13"
"RPL31P11",0.404498619579946,2.17524687076558,0.00673800229874198,1,0.0100773494024897,0.105643121543477,"RPL31P11"
"C14orf115",-0.272636119579946,2.05448437923442,0.0131004762781502,1,0.0189704282375351,0.198871268226008,"C14orf115"
"ZC3H15",0.641115896002709,10.7016798992209,3.94108966395717e-18,7.90188477623412e-14,3.17861512642796e-17,3.33221376702689e-16,"ZC3H15"
"TMEM213",0.463978565379404,0.517162453421409,0.00074928920655949,1,0.00124436748045372,0.0130449843239379,"TMEM213"
"C14orf118",0.122379573170732,7.25147271341463,0.0504880123125498,1,0.0675759000471071,0.708413367142222,"C14orf118"
"ARTN",0.41406087398374,4.4735987296748,0.00494756606570934,1,0.00750652286170808,0.0786925683902946,"ARTN"
"ART1",-0.36468003895664,0.410311200033875,0.00360104895195193,1,0.00554965653240863,0.0581782982966681,"ART1"
"HRH3",-0.154340142276423,0.421390904471545,0.0116979992659326,1,0.0170231445261974,0.1784574548729,"HRH3"
"ART3",-0.130387940379404,3.60723285907859,0.425596465305665,1,0.477513633447735,1,"ART3"
"HERC2P2",0.7004914549458,8.64280670308266,1.82860642498451e-06,0.0366635588209395,3.88797018249624e-06,4.07584663528078e-05,"HERC2P2"
"ART5",0.261180826558265,1.90711236449864,0.315297909808335,1,0.365336912333465,1,"ART5"
"ART4",-1.22065630081301,1.64748648373984,3.20656083271475e-11,6.42915446959308e-07,1.06004195706399e-10,1.11126583825335e-09,"ART4"
"RNF111",-0.191039803523037,9.02314351287263,0.017790248770503,1,0.0253172461112186,0.26540638825253,"RNF111"
"TCEA2",-1.17005671578591,6.28020578844851,4.47346577881365e-09,8.96929888652137e-05,1.19878716933354e-08,1.25671556652958e-07,"TCEA2"
"TCEA3",-1.86631274559621,10.4988143589092,4.5420454549142e-21,9.10680113710296e-17,7.31469970851644e-20,7.66816431084471e-19,"TCEA3"
"TCEA1",0.487644037940379,10.2078390921409,5.25899539949004e-12,1.05442857759775e-07,1.87822032461218e-11,1.96898063283795e-10,"TCEA1"
"MGC57346",0.643612813346883,7.153416162771,1.05162794447215e-11,2.10851402866666e-07,3.63037605219406e-11,3.80580491171332e-10,"MGC57346"
"COX4I2",0.0365888465447153,3.00160661839431,0.89459442740467,1,0.909380416318329,1,"COX4I2"
"COX4I1",-0.533141412601626,13.2597561229675,1.26966319369379e-11,2.54567470335605e-07,4.35306891818751e-11,4.56342010625928e-10,"COX4I1"
"BFAR",0.333412483062331,10.5673111195799,1.83471394533829e-10,3.67860146040328e-06,5.62397206509319e-10,5.89573647494026e-09,"BFAR"
"ZC3H18",0.319158189363144,10.1983205580962,1.24327358328978e-08,0.0002492763534496,3.20612673247074e-08,3.3610548027492e-07,"ZC3H18"
"TMEM212",0.110584078590786,0.172977405149051,0.0419364813932962,1,0.0567742371327204,0.595177104057576,"TMEM212"
