"","DE_fc_tumor_over_normal","DE_ml_normal_vs_tumor","DE_p_normal_vs_tumor","p_adjusted_bonferroni","p_adjusted_BH","p_adjusted_BY","gene_symbol"
"OR5K2",-0.304504115853659,0.389233307926829,0.00127065485777898,1,0.0020570553006434,0.0215645736262589,"OR5K2"
"EIF4A3",0.396133892276422,10.8495059705285,1.90318373134445e-11,3.81588338134563e-07,6.41648458272344e-11,6.7265451814842e-10,"EIF4A3"
"ITGB2",-0.958569740853658,10.0116004954268,2.62475253883758e-05,0.526262884036934,5.00868834145745e-05,0.000525072070141041,"ITGB2"
"SLC29A3",0.487393716124662,7.97400661415989,1.4501156455673e-08,0.000290748186936243,3.71334183939765e-08,3.89277981346013e-07,"SLC29A3"
"SLC29A2",0.815717657520326,8.8591734629065,4.16924811507423e-14,8.35934247072384e-10,1.88315892559672e-13,1.9741578793859e-12,"SLC29A2"
"SLC29A1",1.25297207825203,10.2109275025407,2.202241090862e-15,4.4154933871783e-11,1.16289001505881e-14,1.21908377189147e-13,"SLC29A1"
"TOP1MT",1.71498691565041,9.52466175050813,4.06956107368172e-22,8.15946995273185e-18,9.48122623392161e-21,9.93938282187499e-20,"TOP1MT"
"TMPRSS15",-0.145721316056911,0.302778366361789,0.501937670969338,1,0.55289804982613,1,"TMPRSS15"
"ARL4D",-1.88733805047425,6.32518951134824,5.67469903101417e-16,1.13777715571834e-11,3.21864188816395e-15,3.3741747220973e-14,"ARL4D"
"VWC2L",-0.0376421493902439,0.0281179496951219,0.0138669876666747,1,0.0200124597075381,0.20979511861969,"VWC2L"
"ASAP1IT1",0.0197895833333333,0.00989479166666667,0.227537919666279,1,0.271765967076243,1,"ASAP1IT1"
"ARL4C",0.239141260162601,9.07658770325203,0.109305847088741,1,0.138698957922236,1,"ARL4C"
"NMRAL1",0.552899779810298,9.3259133045393,8.77485730095495e-13,1.75935888884147e-08,3.41955080435659e-12,3.58479206009754e-11,"NMRAL1"
"ARL4A",-0.407912508468835,9.85114618478997,0.000110642196327525,1,0.000199799697051868,0.0020945451861365,"ARL4A"
"ADORA2A",-1.29869134485095,6.4759616446477,4.01128316615077e-16,8.0426227481323e-12,2.32512944438632e-15,2.43748552012036e-14,"ADORA2A"
"ADORA2B",-0.681113372289973,8.63359453336721,6.4286512222228e-06,0.128894457005567,1.29907737356951e-05,0.000136185204451162,"ADORA2B"
"SPINK14",0.00136723407859079,0.0126202024051491,0.997376099611168,1,0.997724432330685,1,"SPINK14"
"TIRAP",-0.390590167682927,7.56117320884146,2.8156698350449e-09,5.64541801926502e-05,7.68088776430832e-09,8.05204749024736e-08,"TIRAP"
"SPATA5L1",0.286517564363144,7.95400024559621,1.0764387048695e-05,0.215825960326334,2.13414377856555e-05,0.000223727094879288,"SPATA5L1"
"NKAP",0.578235399728998,8.53782257791328,1.95276443810781e-15,3.91529269840616e-11,1.0366256215293e-14,1.08671796676263e-13,"NKAP"
"EIF4A2",0.0192159044715456,12.7340274644309,0.784943359489883,1,0.812625382096397,1,"EIF4A2"
"LOC645752",-0.097626575203252,0.366240370934959,0.226903836677794,1,0.27134808096086,1,"LOC645752"
"TOMM5",0.723445841802169,10.1537204818767,1.31081768231683e-14,2.62818945304525e-10,6.29509655367706e-14,6.59929137897835e-13,"TOMM5"
"MAVS",-0.681190379403795,11.6597340785908,2.9934850756452e-10,6.00193757666863e-06,8.94485724818033e-10,9.37709514393839e-09,"MAVS"
"SPHAR",-0.212958807588076,6.90925718157182,0.00243307747108694,1,0.00381566891676689,0.0400005159138456,"SPHAR"
"LAT",-0.5635816649729,6.69382867970867,9.54175009921318e-05,1,0.000173227407962636,0.00181598189991675,"LAT"
"PLXDC2",-0.956809044715446,7.77970035569106,1.1253636257367e-05,0.225635406960209,2.22607938989945e-05,0.000233364911902803,"PLXDC2"
"PLXDC1",0.439792471205962,7.25776452828591,0.000841881333615102,1,0.00139053775666192,0.0145773202228689,"PLXDC1"
"C6orf204",-1.09756533705962,3.96193440464092,1.36094198089373e-10,2.72868867169194e-06,4.22724813585118e-10,4.43151934872707e-09,"C6orf204"
"RP1-177G6.2",-0.240611898712737,0.186420879911924,2.33959969317407e-07,0.00469089738481402,5.40177036482499e-07,5.66279743223125e-06,"RP1-177G6.2"
"C6orf201",-1.14294245426829,2.41505560213415,1.82407358818117e-13,3.65726754430325e-09,7.67044367513266e-13,8.04109871653587e-12,"C6orf201"
"CSK",-0.26259998306233,11.0590951304201,0.00020598946657536,1,0.000361116447043453,0.00378566497822681,"CSK"
"C6orf203",-0.2955179200542,8.29430201558266,3.94309928222638e-05,0.79059140608639,7.39909946491253e-05,0.000775664247476537,"C6orf203"
"CNOT10",0.194894300474255,9.25928861365176,1.91312554783941e-07,0.00383581672341801,4.45567342673988e-07,4.67098272153616e-06,"CNOT10"
"C6orf208",-0.845425033875339,2.10399723915989,4.76308396370194e-08,0.000954998334722239,1.16676644437659e-07,1.22314751997856e-06,"C6orf208"
"MRAS",-0.609760941734417,7.34857074864499,0.00850260184015162,1,0.0125516983430305,0.13158227830249,"MRAS"
"MRAP",-0.622767445799458,0.622340667344173,2.96989333763329e-05,0.595463614195475,5.64099672409507e-05,0.000591358380808648,"MRAP"
"SAA3P",0.00979175982384824,0.0153690506436314,0.716268207972074,1,0.750401168870314,1,"SAA3P"
"PDZD2",-0.160621358401085,6.55604054031165,0.731540153952151,1,0.764603038458042,1,"PDZD2"
"GALNT8",-1.63065754573171,6.57104439786585,4.22737386353538e-07,0.00847588459638844,9.52579797124347e-07,9.98610837712997e-06,"GALNT8"
"GALNT9",-0.441840684281843,2.18539673102981,0.000309187002338625,1,0.000532348595696816,0.00558073012580111,"GALNT9"
"GALNT4",0.362802710027101,10.8511208672087,0.000503224679419268,1,0.000849226060294278,0.00890262789572342,"GALNT4"
"GALNT5",0.164264007452575,9.02619785738482,0.289569820189941,1,0.33800289395324,1,"GALNT5"
"GALNT6",1.93927110433604,9.49575750338753,3.04199743383409e-20,6.09920485483736e-16,3.8873198564929e-19,4.07516488389687e-18,"GALNT6"
"GALNT7",-0.714898941395663,11.2360456512534,1.00159330578285e-11,2.00819457809461e-07,3.46658825840602e-11,3.6341024816853e-10,"GALNT7"
"GALNT1",-0.416793766937669,11.1996079945799,1.68309163160135e-06,0.0337459872136071,3.59002028260888e-06,3.76349905031076e-05,"GALNT1"
"GALNT2",0.249495960365854,11.2024113948171,4.01867680950926e-05,0.805744700306606,7.53390117843919e-05,0.000789795814456687,"GALNT2"
"GALNT3",0.139068927845528,11.0124832444106,0.345107587518702,1,0.396618544637738,1,"GALNT3"
"DGAT2L6",0.00610658028455284,0.0762581681910569,0.829032480539432,1,0.852577687252364,1,"DGAT2L6"
"PAAF1",0.485201668360434,8.47372034637534,1.25748626810246e-09,2.52125996754543e-05,3.55160455418837e-09,3.72322697771888e-08,"PAAF1"
"ZNF440",-0.49771654810298,8.68450757960705,3.795607408222e-09,7.61019285348511e-05,1.02260663760956e-08,1.07202155044324e-07,"ZNF440"
"SUV420H1",-0.42973247798103,9.89148741954607,4.34132057937856e-14,8.70434776165401e-10,1.95823346718875e-13,2.05286021077741e-12,"SUV420H1"
"FAM103A1",-0.0801556571815727,8.3411514397019,0.390334885746851,1,0.442234054371461,1,"FAM103A1"
"ST8SIA4",-1.30304649390244,7.33406699695122,1.54037425495816e-13,3.0884503811911e-09,6.52397630162886e-13,6.83923116935357e-12,"ST8SIA4"
"TRIM49L",-0.0506114159891599,0.0418820968834688,0.00413826506338938,1,0.00633714309332903,0.0664336971269017,"TRIM49L"
"DMWD",0.107586526084011,8.80947375084688,0.0328489149799739,1,0.0451419290848853,0.473233001114693,"DMWD"
"ZDHHC6",0.263827032520325,9.8316281504065,1.16695578101016e-05,0.233974634092538,2.30494563020201e-05,0.000241632637350431,"ZDHHC6"
"CD74",-0.948194918699187,14.4412391260163,5.74400859948841e-07,0.0115167372419743,1.27821722996385e-06,1.33998388654338e-05,"CD74"
"SFRS16",0.458519283536585,8.90800598323171,1.88092298719844e-08,0.000377125058933288,4.77011205329228e-08,5.00061580972335e-07,"SFRS16"
"CD70",0.393074847560976,3.57738132621951,0.137643961517083,1,0.171158610048221,1,"CD70"
"CD72",-0.545886424457994,5.44844703167344,0.00572645795698085,1,0.00863014747725992,0.0904717780900852,"CD72"
"CLOCK",0.195133934620596,7.98719379657859,0.0301476772685283,1,0.0416180755462677,0.436291651478685,"CLOCK"
"PMP2",-3.79818444275068,2.63712729081978,2.31037753707456e-25,4.6323069618345e-21,7.01864691187045e-23,7.3578055018941e-22,"PMP2"
"HTN3",0.00387152777777778,0.00193576388888889,0.597576157559856,1,0.642468870131113,1,"HTN3"
"NOXO1",0.421038042005421,8.25826292344173,0.00768393608006289,1,0.0114222211154553,0.119741714353815,"NOXO1"
"HTN1",0.0500489583333333,0.0250244791666667,0.136076770073932,1,0.169346362111746,1,"HTN1"
"RFC1",0.257944249661247,9.8495282223916,3.40261503138645e-07,0.00682224313792983,7.73409266288384e-07,8.10782338272096e-06,"RFC1"
"RFC3",1.77457240853659,8.63183254573171,4.08568819893704e-23,8.19180483886877e-19,1.58755907730015e-21,1.66427390638291e-20,"RFC3"
"RFC2",0.700995308265583,9.15534887364499,1.21327504730043e-15,2.43261646983736e-11,6.61234872225424e-15,6.93187396658467e-14,"RFC2"
"CCDC64B",-0.55272474593496,9.91576445630081,2.5739653598513e-06,0.0516080054650186,5.39494098526224e-06,5.65563803995063e-05,"CCDC64B"
"KIF15",1.15786904640921,8.00414915735095,7.1036223489057e-17,1.42427628095559e-12,4.65906536132022e-16,4.88420306358886e-15,"KIF15"
"KIF17",-1.24885843495935,3.74640005081301,1.49698723031689e-12,3.00145939678537e-08,5.67066917825132e-12,5.94469010951281e-11,"KIF17"
"KIF11",1.11495630928184,9.31356108147019,7.65074330804531e-17,1.53397403326308e-12,4.99183939767704e-16,5.23305757448507e-15,"KIF11"
"KIF12",1.02000426829268,7.92947286585366,1.89515629717331e-07,0.00379978837583249,4.41527814993317e-07,4.62863544382424e-06,"KIF12"
"CBX8",1.67416074695122,7.23158525152439,1.7752959634191e-24,3.55946840665529e-20,2.15747506143201e-22,2.26172965765752e-21,"CBX8"
"CBX7",-1.71555773204607,9.62524796324526,8.12936519858135e-22,1.62993772231556e-17,1.68908113133245e-20,1.77070176022737e-19,"CBX7"
"CBX6",-1.64188072493225,8.16070841802168,2.70811295886518e-13,5.42976648252469e-09,1.11932407755491e-12,1.17341261921968e-11,"CBX6"
"CBX5",0.292560425135502,10.8572777735434,0.00068021230592128,1,0.00113406544154157,0.0118886632281931,"CBX5"
"CBX4",1.48846513380759,8.86957403031843,3.45955996698838e-24,6.9364177338117e-20,2.98983523009125e-22,3.13431155348711e-21,"CBX4"
"CBX3",1.31590011856369,11.6484159129404,4.14004204130017e-24,8.30078429280683e-20,3.38813434070376e-22,3.55185747426963e-21,"CBX3"
"CBX2",3.51560045731707,6.36926852134146,4.69381958733849e-24,9.41110827261367e-20,3.67624616528386e-22,3.85389158350384e-21,"CBX2"
"CBX1",0.424288677168022,10.1491053141938,1.27727264417171e-10,2.56093165156428e-06,3.97907341759521e-10,4.17135220677746e-09,"CBX1"
"NLRP5",0.112776736111111,0.0563883680555556,0.0138333360237797,1,0.0199696441267754,0.209346273251546,"NLRP5"
"NLRP4",-0.606516048441734,0.871263926998645,3.38488611760849e-06,0.0678669666580503,7.02047860329475e-06,7.35972570523367e-05,"NLRP4"
"NLRP7",-2.09204071815718,2.9693064701897,5.20910466905751e-13,1.04442548614603e-08,2.08094338741987e-12,2.18149978155941e-11,"NLRP7"
"FASTKD5",-0.0869462906504062,8.91695856199187,0.442631632156895,1,0.494746755885276,1,"FASTKD5"
"FASTKD2",0.468176871612465,9.78124941141599,3.95018047369711e-14,7.9201118497627e-10,1.78948646092076e-13,1.87595892670699e-12,"FASTKD2"
"FASTKD3",0.02527201897019,7.48249454607046,0.503186744065806,1,0.554091528186234,1,"FASTKD3"
"NLRP3",-0.953521451558266,5.67141732300136,4.75371699533169e-08,0.000953120257564004,1.16461419545944e-07,1.22089126900555e-06,"NLRP3"
"FASTKD1",-0.338207173102981,9.19236226710705,5.77152769814494e-06,0.115719130347806,1.17148340096989e-05,0.000122809241172339,"FASTKD1"
"PSEN2",-0.271053692411924,8.74903656842818,4.06472969419217e-05,0.814978303685531,7.61661966061244e-05,0.000798467379088515,"PSEN2"
"PSEN1",-0.792166158536586,11.3328705792683,1.11526631896107e-19,2.23610896951695e-15,1.24094755647315e-18,1.30091324912466e-17,"PSEN1"
"BTLA",-2.11808104674797,4.08450094004065,3.47040115062277e-17,6.95815430699866e-13,2.40282339437238e-16,2.5189338362772e-15,"BTLA"
"NLRP9",-0.612196722560976,2.19485773628049,1.23911219895701e-05,0.24844199589088,2.4424104983374e-05,0.000256043388821246,"NLRP9"
"NLRP8",0.00151006944444444,0.000755034722222222,0.712794877990419,1,0.747152723949597,1,"NLRP8"
"CYB5D1",-0.128637906504066,8.3134981199187,0.0812523138810759,1,0.105628534871009,1,"CYB5D1"
"RAB18",-0.489094605352303,10.4378990387873,3.84060485956894e-16,7.70041274343572e-12,2.23655428237345e-15,2.34463018453035e-14,"RAB18"
"WDR24",0.168238050474255,8.24486048865176,0.00427756367023694,1,0.0065404675961451,0.0685651936450693,"WDR24"
"CCPG1",-0.776366920731707,10.5150897103659,1.34053214451459e-15,2.68776694975175e-11,7.26227222305256e-15,7.61320339803056e-14,"CCPG1"
"ST6GALNAC1",-2.14984589261518,11.5825941268631,6.47846453818999e-15,1.29893213990709e-10,3.22635901616267e-14,3.38226476104081e-13,"ST6GALNAC1"
"WDR20",-0.543769918699185,8.75125162601626,4.39264839767898e-21,8.80726003734636e-17,7.09706676110106e-20,7.44001479456429e-19,"WDR20"
"MMGT1",-0.122136382113823,9.97670985772358,0.0154470615639191,1,0.0221810201501525,0.232528625741799,"MMGT1"
"LRAT",-2.24025945968835,2.32939466039973,1.10406871688186e-16,2.21365777734812e-12,7.00302998211997e-16,7.34143392300096e-15,"LRAT"
"RAB13",0.152021121273714,10.2820276338076,0.0287098124015087,1,0.0397590646947265,0.416803222379313,"RAB13"
"RAB12",-0.38943639905149,8.66906472730352,4.04932135719929e-05,0.811888932118458,7.58988638372871e-05,0.000795664869513541,"RAB12"
"LYST",-0.662399610433605,8.40148799966125,2.05697962237624e-10,4.12424414286436e-06,6.27547800192386e-10,6.57872480968922e-09,"LYST"
"RAB14",-0.430097882791328,11.4258413025068,6.0547702925298e-16,1.21398144365222e-11,3.42159369687775e-15,3.58693367029972e-14,"RAB14"
"RAB17",-0.328867318766937,8.94095414549458,0.000635811107665416,1,0.00106260004240157,0.0111394753667863,"RAB17"
"PPP1R12A",-0.347158561991868,10.3117865726626,0.00291782691002132,1,0.00453895731894332,0.0475829109991281,"PPP1R12A"
"GNAQ",-0.91458970189702,10.718139295393,1.06090761618885e-20,2.12711977045864e-16,1.52811461490141e-19,1.60195693874135e-18,"GNAQ"
"MAPK4",-3.78203016598916,3.84537272188347,2.23391261493657e-19,4.47899479294782e-15,2.33038230642446e-18,2.44299221360276e-17,"MAPK4"
"RQCD1",0.425469867886179,7.75611298272358,6.07169952016285e-10,1.21737575379265e-05,1.76482422991106e-09,1.85010495495279e-08,"RQCD1"
"ASCL2",2.85267297594851,8.63411941480352,5.19706436583343e-17,1.0420114053496e-12,3.49316595826216e-16,3.661964482536e-15,"ASCL2"
"CKS2",1.47275450542005,9.37677969173442,1.91044949643767e-19,3.83045124035752e-15,2.02562202028425e-18,2.12350514746629e-17,"CKS2"
"NAGLU",-0.0439601880081302,9.7663540523374,0.198943577621495,1,0.24053661769951,1,"NAGLU"
"ASCL1",-1.52239369071816,1.32928608147019,1.78739957223762e-20,3.58373614233643e-16,2.43129996087953e-19,2.5487864617693e-18,"ASCL1"
"XRCC6",0.0893402015582652,12.7178920519986,0.0202965829399918,1,0.0286986836797593,0.300854759225632,"XRCC6"
"ASCL4",-0.420402193428184,0.370630610602981,1.86159278611289e-09,3.73249353615634e-05,5.17180758785692e-09,5.42172227816633e-08,"ASCL4"
"GAPDH",0.544484959349592,15.9219741869919,1.63704750767782e-11,3.28228025289404e-07,5.55659429980369e-11,5.82510284735116e-10,"GAPDH"
"LOC221710",0.478494486788618,8.04383504827236,2.26913888543395e-12,4.54962346529507e-08,8.41747031559121e-12,8.82422355444891e-11,"LOC221710"
"SERPINH1",1.01192262025745,11.5231466759824,1.11751147419579e-17,2.24061050576256e-13,8.3698562038198e-17,8.77430860959437e-16,"SERPINH1"
"NCRNA00161",-0.0531701981707317,0.0781319740853658,0.218517668996524,1,0.261928574363622,1,"NCRNA00161"
"ACADSB",-0.815153709349595,9.58189143800813,2.08328911848557e-16,4.17699468256356e-12,1.260789219005e-15,1.32171371046382e-14,"ACADSB"
"IGF2BP1",1.22098029302168,2.47666575626694,0.0807934367415789,1,0.105052975287178,1,"IGF2BP1"
"C15orf61",0.11397214600271,6.97620802422087,0.102488119650998,1,0.130634999333114,1,"C15orf61"
"IGF2BP3",2.25904784891599,4.31674343665312,5.41373867864181e-07,0.0108545460506768,1.20753655030335e-06,1.265887739492e-05,"IGF2BP3"
"IGF2BP2",0.433340879065041,9.91709726880081,1.27490512761349e-05,0.255618478086505,2.50975432583707e-05,0.000263103193805275,"IGF2BP2"
"LOC606724",-0.814246383807587,5.25913534468157,1.15983159910276e-07,0.00232546235620104,2.74747442840388e-07,2.88023927110989e-06,"LOC606724"
"TRIM2",0.370284188685636,11.5198957528794,5.33252736461566e-06,0.106917173660544,1.08523318778465e-05,0.00011376743723089,"TRIM2"
"CD101",-1.67178439193767,5.79411268207995,5.61567279221967e-18,1.12594239484004e-13,4.42413514671923e-17,4.63792043286856e-16,"CD101"
"KIF1A",-4.28130238821138,4.73403661077236,3.80044332423772e-21,7.61988886509662e-17,6.30785502077535e-20,6.61266636714776e-19,"KIF1A"
"KIF1B",-0.51418560298103,10.5866608570461,2.1756952286918e-09,4.36226893352706e-05,6.00863489466537e-09,6.29898717544402e-08,"KIF1B"
"KIF1C",-0.993349119241193,12.2496717818428,2.20765521731797e-21,4.42634871072253e-17,3.90684082591345e-20,4.09562915543073e-19,"KIF1C"
"CD109",-0.434462610094851,7.54190040226965,0.0689228528559445,1,0.0905690916084472,0.949456168554563,"CD109"
"STX16",0.923522349254743,10.5504245892615,1.40400104994252e-14,2.81502210513475e-10,6.72006775073791e-14,7.04479824820017e-13,"STX16"
"SPATC1",-0.0447285484417344,1.48255767699865,0.512395020566421,1,0.563148613844035,1,"SPATC1"
"SHOC2",-0.696406156842819,10.0752700923103,1.92478027517301e-22,3.85918445172189e-18,5.09131352119547e-21,5.33733853668621e-20,"SHOC2"
"TRAIP",1.10946558265583,6.82114498644986,1.10070283893505e-18,2.20690919206477e-14,1.00178779386835e-17,1.05019668805231e-16,"TRAIP"
"AATF",0.724227981029811,10.2996554539295,8.9692362772568e-20,1.79833187358999e-15,1.01946251337301e-18,1.06872549425224e-17,"AATF"
"ATHL1",2.38558771172087,8.47823288025068,6.97968501744922e-20,1.39942684599857e-15,8.11738273822097e-19,8.50963499406834e-18,"ATHL1"
"SNHG4",1.65990479336043,4.12157190887534,1.20584863910282e-17,2.41772652140116e-13,8.96467115369912e-17,9.39786650697613e-16,"SNHG4"
"TMSB15B",-0.393094918699187,4.41908912601626,0.0557722160420133,1,0.0742025833870184,0.77788237983076,"TMSB15B"
"AATK",-0.262837847222221,7.02498107638889,0.359184197815501,1,0.410583988951015,1,"AATK"
"OR4C6",0.139888152100271,0.302356271172087,0.611629934012264,1,0.655960426688735,1,"OR4C6"
"OR4C3",0.00169583333333333,0.000847916666666667,0.712794877990419,1,0.747152723949597,1,"OR4C3"
"IFNGR1",-0.528447865853659,11.1727614329268,1.26910419425382e-08,0.000254455390947892,3.27022368968248e-08,3.42824908540068e-07,"IFNGR1"
"ERCC8",0.420693470528455,7.11132722306911,6.16795923730617e-09,0.000123667582707989,1.63322216994174e-08,1.71214355397888e-07,"ERCC8"
"TPI1",0.0935299627371258,13.4386357130759,0.323155945128709,1,0.373596073333946,1,"TPI1"
"USP40",0.394537322154472,9.54311988058943,1.83471394533829e-10,3.67860146040328e-06,5.62397206509319e-10,5.89573647494026e-09,"USP40"
"OR10Z1",0.00200555555555556,0.00100277777777778,0.712794877990419,1,0.747152723949597,1,"OR10Z1"
"ERCC1",0.210815337059621,9.30009059535908,0.000506529029388832,1,0.000854514685674891,0.00895806974571465,"ERCC1"
"ERCC2",0.473612762533875,8.75963077151084,2.08271098990038e-11,4.17583553475026e-07,6.99704345635097e-11,7.33515811331949e-10,"ERCC2"
"ERCC3",0.482551947831979,9.59221499830623,1.1922899422391e-16,2.39054133418939e-12,7.5034004445063e-16,7.8659835388115e-15,"ERCC3"
"ERCC4",0.146673721205962,7.23260515328591,0.0155593276437505,1,0.0223310446699875,0.23410136654401,"ERCC4"
"ERCC5",0.233263736449866,10.344875770664,0.00371166178122007,1,0.00571002982532513,0.0598595276159294,"ERCC5"
"ERCC6",-0.0389455284552849,7.79603943089431,0.581011809760387,1,0.628875373808151,1,"ERCC6"
"CD244",-1.69099844173442,4.42545199864499,1.30223031532221e-12,2.61097178222103e-08,4.9780205571421e-12,5.21857097297989e-11,"CD244"
"AIM1L",-0.35903018292683,7.74277759146341,0.0717818854611784,1,0.0940671113396488,0.986126696573917,"AIM1L"
"MRPS15",0.380095918021681,10.0353235687669,5.61471639571647e-07,0.0112575063734115,1.2505561401257e-06,1.31098614359447e-05,"MRPS15"
"CD247",-1.52311331300813,6.3708774898374,5.97198363905177e-13,1.19738271962988e-08,2.36734684141671e-12,2.48174296746686e-11,"CD247"
"NLRP11",-0.0638769393631438,2.08522006690379,0.428839309716395,1,0.480697051479494,1,"NLRP11"
"MRPS12",0.540394317411923,9.73343374407182,1.91463722524375e-11,3.83884763661371e-07,6.45401418395042e-11,6.76588830699815e-10,"MRPS12"
"MRPS11",-0.485131148373984,9.22110515752033,2.2651514123724e-11,4.54162858180667e-07,7.58835184930103e-11,7.95504000816247e-10,"MRPS11"
"MRPS10",0.37222823509485,9.81498241023035,5.52294053858383e-10,1.10734957798606e-05,1.6102325664191e-09,1.68804303525936e-08,"MRPS10"
"SPIRE2",0.00676162771002708,9.79133203336721,0.916840104607605,1,0.928697792128043,1,"SPIRE2"
"CD248",-0.427618385840107,9.55978592903116,0.0689228528559445,1,0.0905690916084472,0.949456168554563,"CD248"
"LOXL1",0.376688092818428,7.6048733147019,0.00486722495365929,1,0.00739189973646938,0.0774909483741926,"LOXL1"
"LOXL2",1.48068527269648,9.34808409976287,3.81229605811656e-15,7.6436535965237e-11,1.95539872001118e-14,2.0498884815194e-13,"LOXL2"
"KIAA0922",-0.518728658536586,7.85378932926829,0.000255905400424986,1,0.000444310987055852,0.00465781206286715,"KIAA0922"
"LOXL4",-1.86456963075881,5.47496884315718,3.08538850643557e-13,6.18620395540331e-09,1.2655900072429e-12,1.3267464848082e-11,"LOXL4"
"UBTFL1",0.00335,0.001675,0.597576157559856,1,0.642468870131113,1,"UBTFL1"
"UNC119",0.362824974593495,8.65341980436992,4.85143288989909e-07,0.00972712294424767,1.08658656660497e-06,1.139093149782e-05,"UNC119"
"UBE2I",0.733412855691057,10.9163039888211,4.23158382128664e-23,8.48432556167972e-19,1.63164187607581e-21,1.71048689635707e-20,"UBE2I"
"PFKP",-0.00369169207317022,11.2121614710366,0.70530058754004,1,0.745258328336116,1,"PFKP"
"GEMIN8P4",-0.416995130420053,5.24509999576558,1.38126084950158e-05,0.276942800325067,2.70875195936098e-05,0.000283964563542081,"GEMIN8P4"
"PFKM",0.523574889905149,10.0142191522696,2.56075895734926e-08,0.000513432170948526,6.40834146206972e-08,6.71800856485414e-07,"PFKM"
"PFKL",-0.464991886856367,12.643667471206,1.12160979357419e-08,0.000224882763611625,2.89947652775345e-08,3.03958649243857e-07,"PFKL"
"TNNI2",-0.822911627710027,2.31439296663279,1.11009386623143e-06,0.0222573820179401,2.40438392761587e-06,2.52056977839382e-05,"TNNI2"
"GPR1",-0.823717767615176,3.25655818936314,0.000571349976542721,1,0.000958384257481934,0.0100469578412658,"GPR1"
"FOXD3",-2.98281398204607,2.41241983824526,2.47664566572462e-22,4.96567455977787e-18,6.31765211167668e-21,6.62293687800854e-20,"FOXD3"
"TNNI1",-0.0586473323170731,6.20680804115854,0.426128108587862,1,0.477951923091667,1,"TNNI1"
"FAM125A",-0.183818089430895,9.40670071138211,0.0603004111709357,1,0.0799512791943698,0.838147251637473,"FAM125A"
"PRDXDD1P",-0.223662550813009,4.86988335873984,0.0285183501036966,1,0.0395075602555874,0.414166644746496,"PRDXDD1P"
"FAM125B",-0.512254192073172,8.97168022103659,1.82441742318928e-08,0.000365795693349451,4.63384460792311e-08,4.85776358024724e-07,"FAM125B"
"LMAN2L",-0.0917259739159899,8.96391750084688,0.0610232487468376,1,0.0808456956146155,0.847523620245983,"LMAN2L"
"KCND1",-0.417827455962059,5.45119358909214,0.00419552049211458,1,0.0064213882341143,0.0673168578958661,"KCND1"
"MFSD8",-0.193502904810298,8.1951851329607,0.000782743772613594,1,0.00129745474875187,0.0136015101040052,"MFSD8"
"KCND3",-1.7260323001355,4.18128628895664,6.13428511175926e-09,0.000122992416490773,1.62491475288448e-08,1.70343470173173e-07,"KCND3"
"KCND2",-0.70682064701897,3.05243601795393,0.00256060630555713,1,0.00400562974381061,0.0419919180115957,"KCND2"
"CCHCR1",0.0589298949864485,9.22395519139566,0.718378790368574,1,0.752258660289235,1,"CCHCR1"
"SNURF",-2.05534519817073,4.36344447408537,4.3788100775416e-11,8.7795142054709e-07,1.42965546417048e-10,1.49873999535377e-09,"SNURF"
"DIRC1",0.781263626355014,0.456207422933604,5.27727511379452e-10,1.0580936603158e-05,1.54196103222938e-09,1.61647244961923e-08,"DIRC1"
"LSM5",0.808860391260161,9.37623751270325,2.17084917924095e-18,4.35255260437811e-14,1.85136223070103e-17,1.94082468858955e-16,"LSM5"
"DIRC3",-1.96047391598916,2.12725084688347,1.59878889831778e-18,3.20557174112715e-14,1.40904252357237e-17,1.4771309858613e-16,"DIRC3"
"DIRC2",-0.990850567411924,8.48813813092818,2.2241332616312e-19,4.45938718957056e-15,2.32138843808983e-18,2.43356373903397e-17,"DIRC2"
"ABHD14A",-0.154356300813007,7.68383648373984,0.150400654511638,1,0.185883122887247,1,"ABHD14A"
"LSM1",0.0918858993902454,9.04860392530488,0.0574791213135351,1,0.0763924700846082,0.800839454882932,"LSM1"
"LSM2",0.585685738482386,9.42825018631436,7.52552603861173e-13,1.50886797074165e-08,2.94873553007944e-12,3.09122581307729e-11,"LSM2"
"ABHD14B",-0.272401947831977,11.2368600016938,0.000613643417503342,1,0.00102666476309596,0.010762757747127,"ABHD14B"
"ZNF774",-0.19598641598916,5.79479459688347,0.106042910906091,1,0.134900092866387,1,"ZNF774"
"SEH1L",0.458530386178861,9.71781397357724,6.46583746158076e-09,0.000129640041104694,1.70827246904823e-08,1.79082047142725e-07,"SEH1L"
"USP48",0.0898018546747963,9.95446678099593,0.00822142236810011,1,0.012172464811727,0.127606687852986,"USP48"
"SMG7",0.410187110433606,11.1205057503388,2.07023383459724e-11,4.15081883836747e-07,6.95756451276517e-11,7.29377144834375e-10,"SMG7"
"DCBLD2",0.310657003726288,8.65721142869241,0.0104564117089995,1,0.0153018797726764,0.160413049116779,"DCBLD2"
"DCBLD1",0.485200940040651,8.67652973831301,1.34535055450722e-10,2.69742786178697e-06,4.1807623400294e-10,4.3827872428736e-09,"DCBLD1"
"LILRA5",-0.791333324864499,5.05923089854336,0.00460785856389857,1,0.00701713232615573,0.0735621772760587,"LILRA5"
